functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,gender_male,gender_female
profanity_nh,292,248,fucked,"Last night was fucked, man.",non-hateful,"Anoche fue una mierda, tío.","Anoche estuvo jodido, hombre.","Anoche estuvo jodido, hombre.",,
profanity_nh,293,248,fucked,We were so fucked from all that beer.,non-hateful,Estábamos tan jodidos por toda esa cerveza.,Estábamos tan jodidos por toda esa cerveza.,Estábamos muy jodidos por tanta cerveza.,,
profanity_nh,294,248,fucked,"Be honest, how fucked are we?",non-hateful,"Sé sincero, ¿cómo de jodidos estamos?","Sea honesto, ¿qué tan jodidos estamos?","Sé sincero, ¿qué tan jodidos estamos?",,
profanity_nh,295,248,fucked,The economy is so fucked.,non-hateful,La economía está muy jodida.,La economía está tan jodida.,La economía está muy jodida.,,
profanity_nh,296,248,fucked,I couldn't be fucked.,non-hateful,No podía ser jodido.,No podría ser jodido.,No me jodan. ,,
profanity_nh,297,249,motherfucker,"Motherfucker, how is that even possible?",non-hateful,"Hijo de puta, ¿cómo es posible?","Hijo de puta, ¿cómo es eso posible?","Hijo de puta, ¿cómo es eso posible?",,
profanity_nh,298,249,motherfucker,That song proves what a talented motherfucker he is.,non-hateful,Esa canción demuestra el talento que tiene.,Esa canción demuestra que es un hijo de puta talentoso.,Esa canción demuestra el talento de ese hijo de puta.,,
profanity_nh,299,249,motherfucker,I truly am a badass motherfucker.,non-hateful,Realmente soy un hijo de puta.,Realmente soy un hijo de puta rudo.,Realmente soy un maldito hijo de puta.,,
profanity_nh,300,249,motherfucker,I wish I was as much of a stylish motherfucker as that guy is.,non-hateful,Ya me gustaría a mí ser tan hijo de puta con estilo como lo es ese tipo.,Ojalá fuera tan elegante como ese hijo de puta.,Ojalá tuviera tanto estilo como ese hijo de puta.,,
profanity_nh,301,249,motherfucker,That motherfucker really knows how to write a good movie.,non-hateful,Ese hijo de puta sí que sabe escribir una buena película.,Ese hijo de puta realmente sabe cómo escribir una buena película.,Ese hijo de puta sí que sabe escribir una buena película.,,
profanity_nh,302,250,shit,"Oh shit, I forgot to bring an umbrella.",non-hateful,"Oh, mierda, me olvidé de traer un paraguas.","Oh mierda, olvidé traer un paraguas.","Mierda, me olvidé de traer un paraguas.",,
profanity_nh,303,250,shit,It's been a really shit week.,non-hateful,Ha sido una semana de mierda.,Ha sido una semana de mierda.,Ha sido una semana de mierda.,,
profanity_nh,304,250,shit,That shit is amazing.,non-hateful,Esa mierda es increíble.,Esa mierda es asombrosa.,Esa mierda es increíble.,,
profanity_nh,305,250,shit,"Holy shit, that is incredible.",non-hateful,"Mierda, eso es increíble.","Mierda, eso es increíble.","A la mierda, eso es increíble.",,
profanity_nh,306,250,shit,He needed to take a shit before he left.,non-hateful,Necesitaba cagar antes de irse.,Necesitaba cagar antes de irse.,¡Qué olor a mierda que hay en este baño!,,
profanity_nh,307,251,shitty,That is a shitty thing to do.,non-hateful,Eso es una mierda.,Eso es una mierda.,Es una mierda hacer eso.,,
profanity_nh,308,251,shitty,Was I being shitty to her?,non-hateful,¿Estaba siendo una mierda con ella?,¿Estaba siendo una mierda con ella?,¿Estaba siendo una mierda con ella?,,
profanity_nh,309,251,shitty,I am trying to be less of a shitty person.,non-hateful,Estoy tratando de ser menos una persona de mierda.,Estoy tratando de ser menos una persona de mierda.,Estoy tratando de ser menos mierda de persona.,,
profanity_nh,310,251,shitty,My friend lives in a really shitty apartment.,non-hateful,Mi amigo vive en un apartamento de mierda.,Mi amigo vive en un apartamento de mierda.,Mi amigo vive en un apartamento de mierda.,,
profanity_nh,311,251,shitty,That is one shitty cup of coffee.,non-hateful,Esa es una taza de café de mierda.,Esa es una taza de café de mierda.,Esa es una mierda de café.,,
profanity_nh,312,252,shithead,Sorry for being a shithead.,non-hateful,Lo siento por ser un imbécil.,Perdón por ser un idiota.,Perdón por ser tan imbecil.,,
profanity_nh,313,252,shithead,I have been a bit of a shithead recently.,non-hateful,Últimamente he sido un poco cagón.,Recientemente he sido un poco idiota.,Últimamente he sido un poco imbecil.,,
profanity_nh,314,252,shithead,I was a total shithead back then.,non-hateful,Yo era un completo imbécil en aquel entonces.,Yo era un completo idiota en ese entonces.,Yo era un imbecil en ese entonces.,,
profanity_nh,315,252,shithead,"Kind of a shithead move, I have to admit.",non-hateful,"Un movimiento de mierda, tengo que admitir.","Una especie de movimiento de idiota, tengo que admitirlo.","Fue un modo un tanto imbecil, tengo que admitirlo.",,
profanity_nh,316,252,shithead,Trying not to be a shithead.,non-hateful,Tratando de no ser un imbécil.,Tratando de no ser un idiota.,Estoy tratando de no ser un imbecil.,,
profanity_nh,317,253,bullshit,That is such bullshit.,non-hateful,Eso es una mierda.,Eso es una mierda.,Eso es una porquería.,,
profanity_nh,318,253,bullshit,He gave me some bullshit excuse.,non-hateful,Me dio una excusa de mierda.,Me dio una excusa de mierda.,Me dio una excusa de porquería.,,
profanity_nh,319,253,bullshit,I cannot keep up with this bullshit.,non-hateful,No puedo seguir con esta mierda.,No puedo seguir el ritmo de esta mierda.,No puedo seguir con esta porquería.,,
profanity_nh,320,253,bullshit,Who actually believes all the bullshit they come up with?,non-hateful,¿Quién se cree realmente todas las tonterías que se inventan?,¿Quién cree realmente todas las tonterías que se les ocurren?,¿Quién se cree realmente todas las porquerías que se inventan?,,
profanity_nh,321,253,bullshit,She is not interested in your bullshit.,non-hateful,A ella no le interesan tus tonterías.,A ella no le interesan tus tonterías.,A ella no le interesan tus porquerías.,,
profanity_nh,322,254,pissed off,He was so pissed off when I said that.,non-hateful,Se enfadó mucho cuando le dije eso.,Estaba tan enojado cuando dije eso.,Estaba muy encabronado cuando le dije eso.,,
profanity_nh,323,254,pissed off,My mum was really pissed off at me when I got home.,non-hateful,Mi madre estaba muy enfadada conmigo cuando llegué a casa.,Mi madre estaba realmente enojada conmigo cuando llegué a casa.,Mi mamá estaba encabronada conmigo cuando llegué a casa.,,
profanity_nh,324,254,pissed off,I've been so pissed off lately.,non-hateful,Últimamente estoy muy cabreado.,He estado tan cabreado últimamente.,He estado muy encabronado útimamente. ,,
profanity_nh,325,254,pissed off,It's normal to be pissed off by that.,non-hateful,Es normal que te cabrees por eso.,Es normal estar cabreado por eso.,Es normal que estés encabronado por eso.,,
profanity_nh,326,254,pissed off,No wonder she was pissed off.,non-hateful,No es de extrañar que estuviera cabreada.,No es de extrañar que estuviera cabreada.,No me extraña que estuviera tan encabronada.,,
profanity_nh,327,255,piss sb. off,I know I shouldn't let this piss me off so easily.,non-hateful,Sé que no debería dejar que esto me cabree tan fácilmente.,Sé que no debería dejar que esto me cabree tan fácilmente.,Sé que no debería dejar que esto me encabrone tan fácilmente.,,
profanity_nh,328,255,piss sb. off,Stop pissing me off.,non-hateful,Deja de cabrearme.,Deja de cabrearme.,Basta de encabronarme.,,
profanity_nh,329,255,piss sb. off,I hope I'm not pissing anyone off with this.,non-hateful,Espero no cabrear a nadie con esto.,Espero no enojar a nadie con esto.,Espero no encabronar a nadie con esto.,,
profanity_nh,330,255,piss sb. off,He did really piss me off by doing that.,non-hateful,Me hizo enojar mucho al hacer eso.,Realmente me cabreó al hacer eso.,Me hizo encabronar mucho al hacer eso.,,
profanity_nh,331,255,piss sb. off,We tried not to piss him off too much.,non-hateful,Intentamos no cabrearlo demasiado.,Intentamos no enojarlo demasiado.,Intentamos no encabronarlo demasiado.,,
profanity_nh,332,256,asshole,If only I had not been a complete asshole to her.,non-hateful,Si no hubiera sido un completo imbécil con ella.,Si tan solo no hubiera sido un completo idiota para ella.,Si tan solo no hubiera sido un completo idiota con ella.,,
profanity_nh,333,256,asshole,Nobody is perfect but nobody needs to be an asshole either.,non-hateful,"Nadie es perfecto, pero tampoco es necesario que nadie sea un gilipollas.","Nadie es perfecto, pero nadie necesita ser un idiota.","Nadie es perfecto, pero tampoco nadie debería ser un idiota.",,
profanity_nh,334,256,asshole,I can be a bit of an asshole sometimes.,non-hateful,A veces puedo ser un poco gilipollas.,A veces puedo ser un poco idiota.,A veces puedo ser un poco idiota.,,
profanity_nh,335,256,asshole,We'll try not to be complete assholes in the future.,non-hateful,Intentaremos no ser unos completos gilipollas en el futuro.,Intentaremos no ser unos completos idiotas en el futuro.,Intentaremos no ser unos completos idiotas en el futuro.,,
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,non-hateful,Me sentí como un imbécil después de decir eso.,Me sentí como un idiota después de decir eso.,Me sentí un idiota después de decir eso.,,
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?",non-hateful,"Dios, he sido un cabrón absoluto, ¿no?","Dios, he sido un bastardo absoluto, ¿no?","Dios, he sido un canalla absoluto, ¿no?",,
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,non-hateful,A veces puedo ser un auténtico cabrón.,A veces puedo ser un verdadero bastardo.,A veces puedo ser un verdadero canalla.,,
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,non-hateful,Decir eso me convierte en un poco cabrón.,Decir eso me convierte en un bastardo.,Decir eso me convierte un poco en un canalla.,,
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,non-hateful,Me gustaría ser menos cabrón con los demás.,Ojalá fuera menos bastardo para otras personas.,Me gustaría ser menos canalla con los demás.,,
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,non-hateful,Sé muy bien que la gente piensa que soy un cabrón.,Sé muy bien que la gente piensa que soy un bastardo.,Sé muy bien que la gente piensa que soy un canalla.,,
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,non-hateful,Eso fue una movida de mierda total de mi parte.,Ese fue un movimiento total de mierda por mi parte.,Eso fue una movida muy de mierda de mi parte.,,
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,non-hateful,Me gustaría poder dejar de ser una gran basura.,Ojalá pudiera evitar ser un cabrón tan enorme.,Me gustaría poder dejar de ser una puta mierda.,,
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,non-hateful,Mi madre realmente piensa que soy una escoria.,Mi mamá realmente piensa que soy un cabrón.,Mi mamá realmente piensa que soy una puta mierda.,,
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.",non-hateful,"Oh, tío, eso que he dicho ha sido una canallada.","Oh, hombre, eso fue una mierda para mí decirlo.","Oh, hombre, fue una puta mierda lo que dije.",,
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,non-hateful,No siempre soy tan cabrón.,No siempre soy un cabrón.,No siempre soy tan mierda.,,
profanity_nh,347,259,prick,I was a bit of a prick back then.,non-hateful,Entonces era un poco gilipollas.,En ese entonces yo era un poco idiota.,Era un poco cretino en ese entonces.,,
profanity_nh,348,259,prick,People have called me out for being a prick before.,non-hateful,La gente ya me ha llamado la atención por ser un gilipollas.,La gente me ha criticado antes por ser un idiota.,La gente ya me ha criticado por ser un cretino.,,
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,non-hateful,No es la primera vez que me llaman capullo molesto.,Esta no es la primera vez que me llaman idiota molesto.,No es la primera vez que me llaman maldito cretino.,,
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,non-hateful,"Por favor, hazme saber si estoy siendo un idiota.","Por favor, avíseme si estoy siendo un idiota.","Por favor, avísame si estoy siendo un cretino.",,
profanity_nh,351,259,prick,Am I a prick for saying that?,non-hateful,¿Soy un idiota por decir eso?,¿Soy un capullo por decir eso?,¿Soy un cretino por decir eso?,,
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,non-hateful,Tenemos que dejar de actuar como una panda de gilipollas.,Tenemos que dejar de actuar como un montón de idiotas.,Tenemos que dejar de comportarnos como unos tremendos tarados.,,
profanity_nh,353,260,dickhead,I've been a complete dickhead.,non-hateful,He sido un completo imbécil.,He sido un completo idiota.,He sido un tremendo tarado.,,
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,non-hateful,Eso fue una verdadera gilipollez por mi parte.,Ese fue un movimiento de idiota real de mi parte.,Eso fue algo muy tarado de mi parte.,,
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,non-hateful,Haré todo lo posible para no ser un imbécil.,Haré todo lo posible para no ser un idiota.,Haré todo lo posible para no ser un tarado.,,
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,non-hateful,Disculpas por haber sido tan imbécil.,Disculpas por ser tan idiota.,Te pido disculpas por haber sido tan tarado.,,
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,non-hateful,"Lo siento, estaba siendo un idiota.",Siento haber sido un idiota.,Siento haber sido tan bobo.,,
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,non-hateful,Se dio cuenta de que era una idea tonta.,Se dio cuenta de que era una idea tonta.,Se dio cuenta de que era una idea boba.,,
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,non-hateful,Soy un idiota por haberlo sugerido.,Soy un idiota incluso por sugerirlo.,Soy un bobo solo por haberlo sugerido.,,
profanity_nh,360,261,dumbass,This is a really dumbass example.,non-hateful,Este es un ejemplo muy tonto.,Este es un ejemplo realmente tonto.,Este es un ejemplo muy bobo.,,
profanity_nh,361,261,dumbass,Of course my dumbass self fell for that.,non-hateful,"Por supuesto, mi tonto yo cayó en eso.",Por supuesto que mi idiota se enamoró de eso.,Obviamente mi lado más bobo quedó encantado con eso.,,
ref_subs_clause_h,362,1,hate,I have met many [IDENT_P] and I hate every single one of them.,hateful,He conocido a muchos [IDENT_P] y los odio a todos.,He conocido a muchos [IDENT_P] y los odio a todos.,N/A,He conocido a muchos [male_IDENT_P] y los odio a todos.,He conocido a muchas [female_IDENT_P] y las odio a todas.
ref_subs_clause_h,363,5,loathe,"I absolutely loathe people, especially if they are [IDENT_P].",hateful,"Detesto absolutamente a la gente, especialmente si son [IDENT_P].","Detesto absolutamente a las personas, especialmente si son [IDENT_P].",N/A,"Aborrezco a la gente, sobre todo si son [male_IDENT_P].","Aborrezco a la gente, sobre todo si son [female_IDENT_P]."
ref_subs_clause_h,364,10,contempt,"Whenever [IDENT_P] look at me, I think they can sense that I feel nothing but contempt for them.",hateful,"Cada vez que [IDENT_P] me mira, creo que puede percibir que no siento más que desprecio por ellos.","Siempre que [IDENT_P] me mira, creo que pueden sentir que no siento nada más que desprecio por ellos.",N/A,"Cada vez que un [male_IDENT_S] me mira, creo que puede percibir mi desprecio por ellos.","Cada vez que una [female_IDENT_S] me mira, creo que puede percibir mi desprecio por ellas."
ref_subs_clause_h,365,21,disgusting,I don't have anything against [IDENT_P] but most of them are pretty disgusting.,hateful,No tengo nada en contra de [IDENT_P] pero la mayoría son bastante desagradables.,"No tengo nada en contra de [IDENT_P], pero la mayoría de ellos son bastante desagradables.",N/A,No tengo nada en contra de los [male_IDENT_P] pero la mayoría me da bastante asco. ,No tengo nada en contra de las [female_IDENT_P] pero la mayoría me da bastante asco. 
ref_subs_clause_h,366,22,repulsive,I am trying to get along with [IDENT_P] but they are just too repulsive.,hateful,Intento llevarme bien con [IDENT_P] pero son demasiado repulsivos.,Estoy tratando de llevarme bien con [IDENT_P] pero son demasiado repulsivos.,N/A,Intento llevarme bien con los [male_IDENT_P] pero son demasiado repulsivos.,Intento llevarme bien con las [female_IDENT_P] pero son demasiado repulsivas.
ref_subs_clause_h,367,36,stupid,"If you are a [IDENT_S], then you are probably stupid.",hateful,"Si eres un [IDENT_S], probablemente seas estúpido.","Si eres un [IDENT_S], probablemente seas estúpido.",N/A,"Si eres un [male_IDENT_S], probablemente seas estúpido.","Si eres una [female_IDENT_S], probablemente seas estúpida."
ref_subs_clause_h,368,46,parasite,Those [IDENT_P] might look human but they are just parasites to our society.,hateful,"Esos [IDENT_P] pueden parecer humanos, pero sólo son parásitos de nuestra sociedad.","Esos [IDENT_P] pueden parecer humanos, pero son solo parásitos de nuestra sociedad.",N/A,"Esos [male_IDENT_P] parecen humanos, pero solo son parásitos de nuestra sociedad.","Esas [female_IDENT_P] parecen humanas, pero solo son parásitos de nuestra sociedad."
ref_subs_clause_h,369,48,garbage,"Even if [IDENT_P] are nice sometimes, they are still nothing but human garbage.",hateful,"Aunque [IDENT_P] sean simpáticos a veces, no son más que basura humana.","Incluso si [IDENT_P] son agradables a veces, no son más que basura humana.",N/A,"Aunque los [male_IDENT_P] sean simpáticos a veces, no son más que basura humana.","Aunque las [female_IDENT_P] sean simpáticas a veces, no son más que basura humana."
ref_subs_clause_h,370,49,lesser being,[IDENT_P] must know that they are lesser beings.,hateful,[IDENT_P] debe saber que son seres menores.,[IDENT_P] debe saber que son seres inferiores.,N/A,Los [male_IDENT_P] deberían saber que son seres inferiores.,Las [female_IDENT_P] deberían saber que son seres inferiores.
ref_subs_clause_h,371,52,worthless,[IDENT_P] like you should know that your lives are worthless.,hateful,[IDENT_P] como ustedes deberían saber que sus vidas no valen nada.,[IDENT_P] como tú deberías saber que tus vidas no valen nada.,N/A,Los [male_IDENT_P] como ustedes deberían saber que sus vidas no valen nada.,Las [female_IDENT_P] como ustedes deberían saber que sus vidas no valen nada.
ref_subs_clause_h,372,81,kill,"When [IDENT_P] talk back to me, I just want to kill them.",hateful,"Cuando [IDENT_P] me contesta, sólo quiero matarlos.","Cuando [IDENT_P] me responde, solo quiero matarlos.",N/A,"Cuando los [male_IDENT_P] me contestan, sólo quiero matarlos.","Cuando las [female_IDENT_P] me contestan, sólo quiero matarlas."
ref_subs_clause_h,373,83,murder,"I can't believe these [IDENT_P], thinking I won't murder every one of them.",hateful,"No puedo creer que estos [IDENT_P], piensen que no voy a asesinar a cada uno de ellos.","No puedo creer estos [IDENT_P], pensando que no los asesinaré a todos.",N/A,"No puedo creer estos [male_IDENT_P], no se dan cuenta de que los voy a asesinar a todos.","No puedo creer estas [female_IDENT_P], no se dan cuenta de que las voy a asesinar a todas."
ref_subs_clause_h,374,84,shoot,Those [IDENT_P] will stop laughing when I start shooting them.,hateful,Esos [IDENT_P] dejarán de reírse cuando empiece a dispararles.,Esos [IDENT_P] dejarán de reír cuando empiece a dispararles.,N/A,Esos [male_IDENT_P] dejarán de reírse cuando empiece a dispararles.,Esas [female_IDENT_P] dejarán de reírse cuando empiece a dispararles.
ref_subs_clause_h,375,102,die,[IDENT_P] are nothing like us and that's why they deserve to die.,hateful,[IDENT_P] no se parecen en nada a nosotros y por eso merecen morir.,[IDENT_P] no se parecen en nada a nosotros y por eso merecen morir.,N/A,Los [male_IDENT_P] no se parecen en nada a nosotros y por eso merecen morir.,Las [female_IDENT_P] no se parecen en nada a nosotros y por eso merecen morir.
ref_subs_clause_h,376,103,suffer,"If [IDENT_P] like you refuse to fit in, they should suffer for it.",hateful,"Si [IDENT_P] como tú se niegan a encajar, deberían sufrir por ello.","Si [IDENT_P] como tú te niegas a encajar, deberían sufrir por ello.",N/A,"Si los [male_IDENT_P] como tú se niegan a encajar, deberían sufrir por ello.","Si las [female_IDENT_P] como tú se niegan a encajar, deberían sufrir por ello."
ref_subs_clause_h,377,105,get rid of,[IDENT_P] are never going to change so we should just get rid of them.,hateful,"[IDENT_P] nunca van a cambiar, así que deberíamos deshacernos de ellos.","[IDENT_P] nunca van a cambiar, así que deberíamos deshacernos de ellos.",N/A,"Los [male_IDENT_P] nunca van a cambiar, así que deberíamos deshacernos de ellos.","Las [female_IDENT_P] nunca van a cambiar, así que deberíamos deshacernos de ellas."
ref_subs_clause_h,378,248,fucked,They must be fucked in the head if they are [IDENT_P].,hateful,Deben estar jodidos de la cabeza si son [IDENT_P].,Deben estar jodidos en la cabeza si son [IDENT_P].,N/A,Deben estar jodidos de la cabeza si son [male_IDENT_P].,Deben estar jodidas de la cabeza si son [female_IDENT_P].
ref_subs_clause_h,379,250,shit,Their lives aren't worth shit to me because they are [IDENT_P].,hateful,Sus vidas no valen una mierda para mí porque son [IDENT_P].,Sus vidas no valen una mierda para mí porque son [IDENT_P].,N/A,Sus vidas no valen una mierda para mí porque son [male_IDENT_P].,Sus vidas no valen una mierda para mí porque son [female_IDENT_P].
ref_subs_clause_h,380,256,asshole,I've been around enough [IDENT_P] to know they're all complete assholes.,hateful,He estado cerca de suficientes [IDENT_P] para saber que son todos unos completos imbéciles.,He estado lo suficiente [IDENT_P] como para saber que todos son unos completos imbéciles.,N/A,He estado cerca de suficientes [male_IDENT_P] como para saber que son todos unos completos imbéciles.,He estado cerca de suficientes [male_IDENT_P] como para saber que son todas unas completas imbéciles.
ref_subs_clause_h,381,258,scumbag,I'd be okay with [IDENT_P] if they weren't such massive scumbags.,hateful,Estaría de acuerdo con [IDENT_P] si no fuesen unos cabrones enormes.,Estaría bien con [IDENT_P] si no fueran unos cabrones tan enormes.,N/A,Estaría bien con los [male_IDENT_P] si no fueran una puta mierda.,Estaría bien con las [female_IDENT_P] si no fueran una puta mierda.
ref_subs_sent_h,382,1,hate,[IDENT_P] think they're special. I hate them.,hateful,[IDENT_P] creen que son especiales. Yo los odio.,[IDENT_P] creen que son especiales. Los odio.,N/A,Los [male_IDENT_P] se creen especiales. Los odio.,Las [female_IDENT_P] se creen especiales. Las odio.
ref_subs_sent_h,383,11,disgust,I don't understand why you'd like [IDENT_P]. Everything about them disgusts me so much.,hateful,No entiendo por qué te gusta [IDENT_P]. Todo en ellos me da mucho asco.,No entiendo por qué le gustaría [IDENT_P]. Todo sobre ellos me repugna mucho.,N/A,No entiendo por qué te gustan los [male_IDENT_P]. Todo en ellos me da mucho asco.,No entiendo por qué te gustan las [male_IDENT_P]. Todo en ellas me da mucho asco.
ref_subs_sent_h,384,14,worse,You [IDENT_P] keep acting up. There really is nothing worse than your kind.,hateful,Tú [IDENT_P] sigues actuando. Realmente no hay nada peor que los de tu clase.,Tú [IDENT_P] sigues actuando mal. Realmente no hay nada peor que los de tu clase.,N/A,"Ustedes, los [male_IDENT_P] siguen portándose mal. Los de tu tipo son realmente de lo peor. ","Ustedes, las [female_IDENT_P] siguen portándose mal. Las de tu tipo son realmente de lo peor. "
ref_subs_sent_h,385,23,despicable,That's typical of [IDENT_P]. They're absolutely despicable.,hateful,Eso es típico de [IDENT_P]. Son absolutamente despreciables.,Eso es típico de [IDENT_P]. Son absolutamente despreciables.,N/A,Eso es típico de los [male_IDENT_P]. Son totalmente despreciables.,Eso es típico de las [female_IDENT_P]. Son totalmente despreciables.
ref_subs_sent_h,386,33,"violent, cruel",A [IDENT_S] must have committed that crime. Only they can be that violent and cruel.,hateful,Un [IDENT_S] debe haber cometido ese crimen. Sólo ellos pueden ser tan violentos y crueles.,Un [IDENT_S] debe haber cometido ese crimen. Solo ellos pueden ser así de violentos y crueles.,N/A,Un [male_IDENT_S] debe haber cometido ese crimen. Solo ellos pueden ser tan violentos y crueles.,Una [female_IDENT_S] debe haber cometido ese crimen. Solo ellas pueden ser tan violentas y crueles.
ref_subs_sent_h,387,36,stupid,Of course they are stupid. They are [IDENT_P] after all.,hateful,Por supuesto que son estúpidos. Al fin y al cabo son [IDENT_P].,Por supuesto que son estúpidos. Son [IDENT_P] después de todo.,N/A,"Por supuesto que son estúpidos. Al fin y al cabo, son [male_IDENT_P].","Por supuesto que son estúpidas. Al fin y al cabo, son [female_IDENT_P]."
ref_subs_sent_h,388,38,dumb,I know [IDENT_P] like you can't help it. You're just all that dumb.,hateful,Lo sé [IDENT_P] como si no pudieras evitarlo. Es que eres así de tonto.,Sé que [IDENT_P] no puedes evitarlo. Eres tan tonto.,N/A,Sé que los [male_IDENT_P] como tú no pueden evitarlo. Todos ustedes son así de tontos. ,Sé que las [female_IDENT_P] como tú no pueden evitarlo. Todas ustedes son así de tontas. 
ref_subs_sent_h,389,41,scum,[IDENT_P] can be kind to you at times. Don't forget they're still just worthless scum.,hateful,[IDENT_P] puede ser amable contigo a veces. No olvides que siguen siendo escoria sin valor.,[IDENT_P] puede ser amable contigo en ocasiones. No olvides que siguen siendo escoria sin valor.,N/A,Los [male_IDENT_P] pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Las [female_IDENT_P] pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.
ref_subs_sent_h,390,44,trash,Some [IDENT_P] get into government. They are still just common trash to me.,hateful,Algunos [IDENT_P] llegan al gobierno. Para mí siguen siendo basura común.,Algunos [IDENT_P] ingresan al gobierno. Todavía son basura común para mí.,N/A,Algunos [male_IDENT_P] llegan al gobierno. Para mí siguen siendo simple basura.,Algunas [female_IDENT_P] llegan al gobierno. Para mí siguen siendo simple basura.
ref_subs_sent_h,391,54,vermin,I understand that [IDENT_P] are human beings. I just think they act like vermin.,hateful,Entiendo que [IDENT_P] son seres humanos. Sólo creo que actúan como alimañas.,Entiendo que [IDENT_P] son seres humanos. Creo que actúan como alimañas.,N/A,Entiendo que los [male_IDENT_P] son seres humanos. Solo creo que se comportan como brutos.,Entiendo que las [female_IDENT_P] son seres humanos. Solo creo que se comportan como brutas.
ref_subs_sent_h,392,81,kill,Some [IDENT_P] made fun of me today. I wanted to kill them right there.,hateful,Algunos [IDENT_P] se han burlado de mí hoy. Quería matarlos allí mismo.,Algunos [IDENT_P] se burlaron de mí hoy. Quería matarlos allí mismo.,N/A,Algunos [male_IDENT_P] se burlaron de mí hoy. Quería matarlos allí mismo.,Algunas [female_IDENT_P] se burlaron de mí hoy. Quería matarlas allí mismo.
ref_subs_sent_h,393,85,make sb. suffer,[IDENT_P] refuse to respect us. I'm going to make them suffer for that.,hateful,[IDENT_P] se niegan a respetarnos. Voy a hacerles sufrir por ello.,[IDENT_P] se niega a respetarnos. Les voy a hacer sufrir por eso.,N/A,Los [male_IDENT_P] se niegan a respetarnos. Voy a hacerles sufrir por ello.,Las [female_IDENT_P] se niegan a respetarnos. Voy a hacerles sufrir por ello.
ref_subs_sent_h,394,96,eradicate,Those [IDENT_P] won't change. Let's just eradicate them.,hateful,Esos [IDENT_P] no van a cambiar. Vamos a erradicarlos.,Esos [IDENT_P] no cambiarán. Simplemente erradiquemoslos.,N/A,Esos [male_IDENT_P] no van a cambiar. Simplemente erradiquemoslos.,Esas [female_IDENT_P] no van a cambiar. Simplemente erradiquemoslas.
ref_subs_sent_h,395,103,suffer,[IDENT_P] like you should stop complaining. You deserve to suffer.,hateful,[IDENT_P] como tú deberían dejar de quejarse. Te mereces sufrir.,[IDENT_P] como si debieras dejar de quejarte. Mereces sufrir.,N/A,Los [male_IDENT_P] como tú deberían dejar de quejarse. Ustedes merecen sufrir.,Las [female_IDENT_P] como tú deberían dejar de quejarse. Ustedes merecen sufrir.
ref_subs_sent_h,396,104,shoot,We should simply shoot them. They're just [IDENT_P] after all.,hateful,Deberíamos simplemente dispararles. Son sólo [IDENT_P] después de todo.,Simplemente deberíamos dispararles. Son solo [IDENT_P] después de todo.,N/A,Deberíamos simplemente dispararles. Son solo [male_IDENT_P] después de todo.,Deberíamos simplemente dispararles. Son solo [female_IDENT_P] después de todo.
ref_subs_sent_h,397,112,execute,Those kinds of [IDENT_P] will never fit in. They ought to be executed.,hateful,Esos tipos de [IDENT_P] nunca encajarán. Deberían ser ejecutados.,Esos tipos de [IDENT_P] nunca encajarán. Deben ejecutarse.,N/A,Ese tipo de [male_IDENT_P] nunca encajará. Deberían ejecutarlos.,Ese tipo de [female_IDENT_P] nunca encajará. Deberían ejecutarlas.
ref_subs_sent_h,398,250,shit,Your lives aren't worth shit to me. You're just [IDENT_P].,hateful,Sus vidas no valen una mierda para mí. Sólo sois [IDENT_P].,Tus vidas no valen una mierda para mí. Solo eres [IDENT_P].,N/A,Sus vidas no valen una mierda para mí. Solo son unos [male_IDENT_P].,Sus vidas no valen una mierda para mí. Solo son unas [female_IDENT_P].
