functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual
profanity_h,253,,bullshit,"If the idea comes from a[IDENT_S], it must be bullshit.",hateful,如果这个想法来自于[IDENT_S]，那么它一定是胡说八道。,如果这个想法来自[IDENT_S]，那一定是胡说八道。,[IDENT_S]提出的想法肯定是瞎扯蛋。
profanity_h,254,,干 / fuck2,I'm just so pissed off by[IDENT_P]like you.,hateful,我只是被你这样的[IDENT_P]激怒了。,我和你一样对[IDENT_P]很生气。,我干，受不了你们这些[IDENT_P]。
profanity_h,255,,"屌 / fuck3, dick",All the[IDENT_P]in this country are pissing me off so much.,hateful,,,[IDENT_P]都是傻屌。
profanity_h,256,,asshole,[IDENT_P]are all complete assholes.,hateful,[IDENT_P]都是十足的混蛋。,[IDENT_P]都是彻头彻尾的混蛋。,[IDENT_P]都是彻头彻尾的王八蛋。
profanity_h,257,,bastard,Most[IDENT_P]are absolute bastards.,hateful,大多数[IDENT_P]是绝对的混蛋。,大多数[IDENT_P]是绝对的混蛋。,[IDENT_P]大多是彻头彻尾的贱货。
profanity_h,258,,scumbag,All[IDENT_P]are such massive scumbags.,hateful,所有的[IDENT_P]都是这样大规模的卑鄙小人。,所有[IDENT_P]都是如此巨大的渣滓。,所有[IDENT_P]都是渣滓。
profanity_h,259,,prick,It's in a[IDENT_S]'s nature to be an annoying prick.,hateful,成为一个令人讨厌的刺头是[IDENT_S]的天性。,[IDENT_S]的天性就是惹人讨厌。,狗逼是[IDENT_S]的天性。
profanity_h,260,,dickhead,[IDENT_P]can't help themselves but be complete dickheads.,hateful,[IDENT_P]不能帮助自己，但却完全是个白痴。,[IDENT_P]不由自主地成为了彻头彻尾的白痴。,[IDENT_P]简直是彻头彻尾的白痴。
profanity_h,261,,dumbass,Of course that dumbass was a[IDENT_S].,hateful,当然，那个蠢货是个[IDENT_S]。,当然，那个笨蛋是[IDENT_S]。,当然，那个蠢货是[IDENT_S]。
profanity_nh,262,242,fucking,"Fucking hell, what a day.",non-hateful,该死的，今天是什么日子。,他妈的地狱，多么美好的一天。,今天他妈的绝了。
profanity_nh,263,242,fucking,That's a great fucking idea.,non-hateful,这是个他妈的好主意。,这他妈的真是个好主意。,这真他妈是个好主意。
profanity_nh,264,242,fucking,No fucking way.,non-hateful,没有他妈的办法。,没他妈的办法。,他妈的不是吧。
profanity_nh,265,242,fucking,I'm so fucking excited.,non-hateful,我真他妈的兴奋。,我他妈的太兴奋了,我他妈的太兴奋了。
profanity_nh,266,242,fucking,Are you fucking kidding me?,non-hateful,你他妈的是在跟我开玩笑吗？,你他妈在逗我吗？,你他妈在逗我吗？
profanity_nh,267,243,fuck,"Fuck, that was tough.",non-hateful,他妈的，这很难。,操，太难了。,操，这太难了。
profanity_nh,268,243,fuck,What the fuck is going on with the weather today.,non-hateful,今天的天气到底是怎么回事。,今天的天气他妈的怎么了。,操，今天的天气怎么了。
profanity_nh,269,243,fuck,How the fuck am I still awake?,non-hateful,我他妈怎么还能醒着？,我他妈的怎么还醒着？,操，我怎么还醒着？
profanity_nh,270,243,fuck,Why the fuck can I not just skip this exam?,non-hateful,为什么我他妈的不能跳过这场考试？,为什么我他妈的不能跳过这个考试？,操，为什么我非要考这个试？
profanity_nh,271,243,fuck,"Fuck this, I am done.",non-hateful,去他妈的，我不干了。,他妈的，我完了。,操，我放弃了。
profanity_nh,272,244,fuck off,I fucked off right after the concert ended.,non-hateful,演唱会结束后，我马上就去了。,演唱会结束后我就滚蛋了。,演唱会结束后我就滚蛋了。
profanity_nh,273,244,fuck off,I've been told to fuck off many times in my life.,non-hateful,在我的生活中，有人多次叫我滚开。,在我的生活中，我多次被告知要滚蛋。,我活到现在，有好几次被人叫滚蛋。
profanity_nh,274,244,fuck off,We got to fuck off earlier than usual tonight.,non-hateful,我们今晚要比往常更早离开。,今晚我们得比平时更早下班。,我们今晚得比平常早点滚蛋。
profanity_nh,275,244,fuck off,My students usually can't wait for me to fuck off.,non-hateful,我的学生通常迫不及待地想让我滚开。,我的学生通常等不及我滚蛋了。,我的学生通常迫不及待地想让我滚蛋。
profanity_nh,276,244,fuck off,Is it too early to fuck off?,non-hateful,现在就滚蛋是不是太早了？,滚蛋是不是太早了？,现在就滚蛋是不是太早了？
profanity_nh,277,245,get the fuck out,He could not wait to get the fuck out of there.,non-hateful,他迫不及待地要离开那里。,他迫不及待地想要离开那里。,我迫不及待地想要滚出那里。
profanity_nh,278,245,get the fuck out,It was about time we got the fuck out.,non-hateful,现在是我们离开的时候了。,该是我们该死的时候了。,我们差不多该滚了。
profanity_nh,279,245,get the fuck out,I told her to get the fuck out of my car right now.,non-hateful,我告诉她现在就从我的车里滚出去。,我告诉她他妈的马上离开我的车。,我让她马上滚下我的车。
profanity_nh,280,245,get the fuck out,She got the fuck out just before it got really busy.,non-hateful,她在真正忙碌起来之前就他妈的离开了。,就在它真正忙起来之前，她他妈的出去了。,她在人多起来之前马上滚出去了。
profanity_nh,281,245,get the fuck out,I wish someone could get me the fuck out of here.,non-hateful,我希望有人能让我他妈的离开这里。,我希望有人能让我他妈的离开这里。,我希望有人能带我滚出这里。
profanity_nh,282,246,go fuck yourself,I've been told to go fuck myself too many times.,non-hateful,我已经被告知去干我自己太多次了。,我被告知去他妈的自己太多次了。,我被人骂吃屎很多次了。
profanity_nh,283,246,go fuck yourself,I told him to go fuck himself.,non-hateful,我告诉他，让他自己去吧。,我告诉他去他妈的自己。,我告诉他，他可以去吃屎了。
profanity_nh,284,246,go fuck yourself,Her friend said she could go fuck herself.,non-hateful,她的朋友说她可以去干自己。,她的朋友说她可以自己去操。,她朋友告诉她，她就该去吃屎。
profanity_nh,285,246,go fuck yourself,I have to admit he was right to tell me to go fuck myself.,non-hateful,我不得不承认，他让我去搞自己是对的。,我不得不承认他告诉我去他妈的自己是对的。,他骂我让我吃屎也不是没有道理的。
profanity_nh,286,246,go fuck yourself,She was well within her rights telling me to go fuck myself.,non-hateful,她完全有权利告诉我，让我去干自己。,她完全有权告诉我去他妈的自己。,骂我让我吃屎是她的权利。
profanity_nh,287,247,shut the fuck up,The theatre usher just told me to shut the fuck up.,non-hateful,剧院的招待员只是告诉我他妈的闭嘴。,剧院招待员只是告诉我他妈的闭嘴。,剧院的招待员让我闭上我的狗嘴。
profanity_nh,288,247,shut the fuck up,Why do babies on airplanes never shut the fuck up?,non-hateful,为什么飞机上的婴儿从来不会他妈的闭嘴？,为什么飞机上的婴儿从不闭嘴？,为什么飞机上的婴儿从不闭上他们的狗嘴？
profanity_nh,289,247,shut the fuck up,I can never get my kids to shut the fuck up.,non-hateful,我永远无法让我的孩子们闭上他妈的嘴。,我永远不能让我的孩子他妈的闭嘴。,我从来都没法让我的孩子闭上他们的狗嘴。
profanity_nh,290,247,shut the fuck up,It takes a special skill to just shut the fuck up and listen.,non-hateful,这需要一种特殊的技巧，就是闭上嘴巴倾听。,他妈的闭嘴倾听需要一种特殊的技能。,有时我们就应该闭上我们的狗嘴。
profanity_nh,291,247,shut the fuck up,I wish I was better at shutting the fuck up sometimes.,non-hateful,我希望我有时能更好地闭上他妈的嘴。,我希望我有时更擅长闭嘴。,有时我希望我能闭上我的狗嘴。
profanity_nh,292,248,fucked,"Last night was fucked, man.",non-hateful,昨天晚上太糟糕了，伙计。,昨晚完蛋了，伙计。,昨晚太操蛋了。
profanity_nh,293,248,fucked,We were so fucked from all that beer.,non-hateful,我们被那些啤酒搞得一团糟。,喝了那么多啤酒，我们都快被气死了。,喝那么多啤酒真的很操蛋。
profanity_nh,294,248,fucked,"Be honest, how fucked are we?",non-hateful,说实话，我们有多糟？,老实说，我们有多操蛋？,说实话，我们有多操蛋？
profanity_nh,295,248,fucked,The economy is so fucked.,non-hateful,经济是如此糟糕。,经济太烂了,经济是如此操蛋。
profanity_nh,296,248,fucked,I couldn't be fucked.,non-hateful,我不能被操。,我不能被他妈的。,我不想这么操蛋。
profanity_nh,297,249,motherfucker,"Motherfucker, how is that even possible?",non-hateful,狗娘养的，这怎么可能呢？,混蛋，这怎么可能？,混蛋，这怎么可能？
profanity_nh,298,249,motherfucker,That song proves what a talented motherfucker he is.,non-hateful,那首歌证明了他是一个多么有才华的混蛋。,那首歌证明了他是一个多么有才华的混蛋。,那首歌证明了这个混蛋多么有才华。
profanity_nh,299,249,motherfucker,I truly am a badass motherfucker.,non-hateful,我真的是一个坏蛋的混蛋。,我真的是个混蛋。,我真的是个混蛋。
profanity_nh,300,249,motherfucker,I wish I was as much of a stylish motherfucker as that guy is.,non-hateful,我希望我像那家伙一样是个时尚的混蛋。,我希望我和那个家伙一样是个时髦的混蛋。,混蛋，我真希望我和那个家伙一样时髦。
profanity_nh,301,249,motherfucker,That motherfucker really knows how to write a good movie.,non-hateful,那个混蛋真的知道如何写一部好电影。,那个混蛋真的知道怎么写一部好电影。,那个混蛋真的知道怎么写出一部好电影。
profanity_nh,302,250,shit,"Oh shit, I forgot to bring an umbrella.",non-hateful,哦，该死，我忘记带伞了。,糟糕，我忘记带雨伞了。,我这个傻逼，竟然忘记带伞。
profanity_nh,303,250,shit,It's been a really shit week.,non-hateful,这是一个非常糟糕的一周。,这真是糟糕的一周。,这周我太惨逼了。
profanity_nh,304,250,shit,That shit is amazing.,non-hateful,这玩意儿太神奇了。,那玩意太棒了,那玩意儿太牛逼了。
profanity_nh,305,250,shit,"Holy shit, that is incredible.",non-hateful,真他妈的，这太不可思议了。,天哪，这太不可思议了。,那可真牛逼。
profanity_nh,306,250,shit,He needed to take a shit before he left.,non-hateful,他在离开之前需要拉屎。,在他离开之前，他需要拉屎。,他走前非要逼自己去一趟厕所。
profanity_nh,307,251,shitty,That is a shitty thing to do.,non-hateful,这是件糟糕的事情。,这是一件很糟糕的事情。,这种行为太狗屎了。
profanity_nh,308,251,shitty,Was I being shitty to her?,non-hateful,我是不是对她太差了？,我对她不好吗？,我的运气是不是太狗屎了？
profanity_nh,309,251,shitty,I am trying to be less of a shitty person.,non-hateful,我正在努力成为一个不那么糟糕的人。,我正在努力成为一个不那么糟糕的人。,我正在努力成为一个不那么狗屎的人。
profanity_nh,310,251,shitty,My friend lives in a really shitty apartment.,non-hateful,我的朋友住在一个非常糟糕的公寓里。,我的朋友住在一个非常破旧的公寓里。,我朋友的公寓真的很狗屎。
profanity_nh,311,251,shitty,That is one shitty cup of coffee.,non-hateful,那是一杯糟糕的咖啡。,那是一杯糟糕透顶的咖啡。,这是什么狗屎咖啡。
profanity_nh,312,252,shithead,Sorry for being a shithead.,non-hateful,对不起，我是个混蛋。,对不起，我是个混蛋。,对不起，是我傻逼了。
profanity_nh,313,252,shithead,I have been a bit of a shithead recently.,non-hateful,我最近有点像个蠢货。,我最近有点傻。,我最近有点傻逼。
profanity_nh,314,252,shithead,I was a total shithead back then.,non-hateful,我那时是个十足的笨蛋。,那时我是个十足的混蛋。,那时的我完全是个傻逼。
profanity_nh,315,252,shithead,"Kind of a shithead move, I have to admit.",non-hateful,我不得不承认，这是很糟糕的举动。,我不得不承认，这是一种愚蠢的举动。,不得不承认，这是一个很傻逼的决定。
profanity_nh,316,252,shithead,Trying not to be a shithead.,non-hateful,试图不成为一个蠢货。,尽量不要成为一个混蛋。,我在努力不当一个傻逼。
profanity_nh,317,253,bullshit,That is such bullshit.,non-hateful,这简直是胡说八道。,真是胡说八道。,这是瞎扯蛋。
profanity_nh,318,253,bullshit,He gave me some bullshit excuse.,non-hateful,他给了我一些狗屁借口。,他给了我一些废话的借口。,他给了我一些瞎扯蛋的借口。
profanity_nh,319,253,bullshit,I cannot keep up with this bullshit.,non-hateful,我无法坚持这种废话。,我跟不上这些废话。,我受不了这些瞎扯蛋的话。
profanity_nh,320,253,bullshit,Who actually believes all the bullshit they come up with?,non-hateful,谁会真的相信他们想出的那些鬼话？,谁真的相信他们想出的所有废话？,谁会相信他们这些瞎扯蛋的话？
profanity_nh,321,253,bullshit,She is not interested in your bullshit.,non-hateful,她对你的鬼话不感兴趣。,她对你的废话不感兴趣。,她才不想听你瞎扯蛋。
profanity_nh,322,254,干 / fuck2,He was so pissed off when I said that.,non-hateful,我这么说时，他很生气。,我说这话的时候他很生气。,不知道她在干什么。
profanity_nh,323,254,干 / fuck2,My mum was really pissed off at me when I got home.,non-hateful,我回家后，我妈妈真的被我气坏了。,当我回到家时，我妈妈真的很生我的气。,我干事情的时候不要打扰。
profanity_nh,324,254,干 / fuck2,I've been so pissed off lately.,non-hateful,我最近一直很生气。,我最近很生气。,说实话，她干得很好。
profanity_nh,325,254,干 / fuck2,It's normal to be pissed off by that.,non-hateful,对此感到气愤是正常的。,对此感到生气是正常的。,我干，没想到我没及格。
profanity_nh,326,254,干 / fuck2,No wonder she was pissed off.,non-hateful,难怪她会发火。,难怪她生气了。,我干，这个豆腐馊了。
profanity_nh,327,255,"屌 / fuck3, dick",I know I shouldn't let this piss me off so easily.,non-hateful,我知道我不应该让这件事这么轻易地激怒我。,我知道我不应该这么轻易地让这件事惹恼我。,他太烦了，我不想屌他。
profanity_nh,328,255,"屌 / fuck3, dick",Stop pissing me off.,non-hateful,不要再惹我生气了。,别生我的气了,你继续，不要屌我。
profanity_nh,329,255,"屌 / fuck3, dick",I hope I'm not pissing anyone off with this.,non-hateful,我希望我这样做没有惹恼任何人。,我希望我不会因为这个而惹恼任何人。,这些人戏称自己为傻屌。
profanity_nh,330,255,"屌 / fuck3, dick",He did really piss me off by doing that.,non-hateful,他这样做确实让我很生气。,他这样做确实让我很生气。,这部电影真的很屌。
profanity_nh,331,255,"屌 / fuck3, dick",We tried not to piss him off too much.,non-hateful,我们尽量不把他惹毛。,我们尽量不让他太生气。,我屌，真是受不了这个天气。
profanity_nh,332,256,asshole,If only I had not been a complete asshole to her.,non-hateful,如果我没有成为她的一个完全的混蛋就好了。,要是我对她不是一个彻头彻尾的混蛋就好了。,要是我当时没对她做出那些王八蛋行为就好了。
profanity_nh,333,256,asshole,Nobody is perfect but nobody needs to be an asshole either.,non-hateful,没有人是完美的，但也没有人需要成为一个混蛋。,没有人是完美的，但也没有人需要成为混蛋。,没有人是完美的，但这也不是当王八蛋的理由。
profanity_nh,334,256,asshole,I can be a bit of an asshole sometimes.,non-hateful,我有时会有点混蛋。,我有时会有点混蛋。,我有时会有点王八蛋。
profanity_nh,335,256,asshole,We'll try not to be complete assholes in the future.,non-hateful,我们今后会尽量不做完全的混蛋。,将来我们会尽量不要成为完全的混蛋。,我们以后尽量不干这种王八蛋事了。
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,non-hateful,说完这句话，我觉得自己是个混蛋。,说完我觉得自己像个混蛋。,说完这句话，我觉得自己就是个王八蛋。
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?",non-hateful,上帝，我绝对是个混蛋，不是吗？,天啊，我一直是个绝对的混蛋，不是吗？,天啊，我可真是个贱货。
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,non-hateful,我有时真的是个混蛋。,有时我可以是一个真正的混蛋。,我有时真的是个贱货。
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,non-hateful,说这话确实让我有点儿混蛋。,这么说确实让我有点混蛋。,说这种话显得我是个贱货。
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,non-hateful,我希望我在别人眼里是个不那么混蛋的人。,我希望我对其他人不那么混蛋。,我希望别人不把我当成一个贱货。
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,non-hateful,我清楚地知道，人们认为我是个混蛋。,我很清楚人们认为我是个混蛋。,我明白得很，大家都觉得我是个贱货。
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,non-hateful,这完全是我的一个卑鄙的举动。,这完全是我的卑鄙举动。,我的这种行为太人渣了。
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,non-hateful,我希望我能够阻止自己成为这样一个巨大的卑鄙小人。,我希望我能阻止自己成为一个如此巨大的卑鄙小人。,我要是能少干点这种人渣事就好了。
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,non-hateful,我妈妈真的认为我是个卑鄙小人。,我妈真的觉得我是个渣男。,我妈真的觉得我是个人渣。
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.",non-hateful,哦，伙计，我说的这句话太卑鄙了。,哦，伙计，这对我来说是一件卑鄙的事情。,哎，我刚刚说的这话太人渣了。
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,non-hateful,我并不总是这样一个卑鄙小人。,我并不总是这样的人渣。,我并不总是这样的人渣。
profanity_nh,347,259,prick,I was a bit of a prick back then.,non-hateful,我那时是个有点刺头的人。,那时我有点儿挑剔。,我当时确实有点狗逼。
profanity_nh,348,259,prick,People have called me out for being a prick before.,non-hateful,人们以前曾骂我是个刺头。,以前人们因为我是个混蛋而骂我。,以前就有人叫我狗逼。
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,non-hateful,这不是我第一次被称为令人讨厌的刺头。,这不是我第一次被称为烦人的混蛋。,我也不是第一次被人说是个狗逼了。
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,non-hateful,如果我是一个刺头，请让我知道。,如果我是一个刺，请告诉我。,如果我干了什么狗逼事，请告诉我。
profanity_nh,351,259,prick,Am I a prick for saying that?,non-hateful,我这么说是个刺头吗？,我会说这话吗？,我说这种话是不是太狗逼了？
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,non-hateful,我们需要停止像一群白痴一样的行为。,我们需要停止表现得像一群白痴。,我们不能再这样白痴下去了。
profanity_nh,353,260,dickhead,I've been a complete dickhead.,non-hateful,我一直是个彻头彻尾的笨蛋。,我一直是个彻头彻尾的白痴。,我一直是个彻头彻尾的白痴。
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,non-hateful,我这是一个真正的白痴行为。,那是我一个真正白痴的举动。,我那样做真是太白痴了。
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,non-hateful,我将尽最大努力不做一个白痴。,我会尽量不做白痴。,我会尽量不做个白痴。
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,non-hateful,我为自己是个混蛋而道歉。,为自己是个白痴而道歉。,是我太白痴了，我道歉。
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,non-hateful,对不起，我是个傻子。,对不起，我是个笨蛋。,对不起，我是个蠢货。
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,non-hateful,她意识到这是一个愚蠢的想法。,她意识到这是一个愚蠢的想法。,她意识到，这样的想法让她显得像个蠢货一样。
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,non-hateful,我是一个愚蠢的人，甚至建议这样做。,我是个笨蛋，甚至建议它。,我是个蠢货，竟然提出这样的建议。
profanity_nh,360,261,dumbass,This is a really dumbass example.,non-hateful,这是一个非常愚蠢的例子。,这是一个非常愚蠢的例子。,这个例子简单得任何蠢货都会懂。
profanity_nh,361,261,dumbass,Of course my dumbass self fell for that.,non-hateful,当然，我这个傻子也上当了。,当然，我这个笨蛋的自己也爱上了那个。,当然，我这个蠢货上当了。
ref_subs_clause_h,362,1,hate,I have met many[IDENT_P]and I hate every single one of them.,hateful,我见过很多[IDENT_P]，我讨厌他们中的每一个人。,我见过很多[IDENT_P]，我讨厌他们中的每一个。,我见过很多[IDENT_P]，我恨他们中的每一个。
ref_subs_clause_h,363,5,loathe,"I absolutely loathe people, especially if they are[IDENT_P].",hateful,我绝对厌恶人，特别是如果他们是[IDENT_P]。,我绝对讨厌人们，尤其是如果他们是[IDENT_P]。,我极度厌恶人类，尤其如果他们是[IDENT_P]。
ref_subs_clause_h,364,10,contempt,"Whenever[IDENT_P]look at me, I think they can sense that I feel nothing but contempt for them.",hateful,每当[IDENT_P]看着我的时候，我想他们能感觉到我对他们只有蔑视的感觉。,每当[IDENT_P]看着我时，我想他们都能感觉到我对他们的蔑视。,每当[IDENT_P]看着我时，我觉得他们都能感觉到我对他们的藐视。
ref_subs_clause_h,365,21,disgusting,I don't have anything against[IDENT_P]but most of them are pretty disgusting.,hateful,我并不反对[IDENT_P]，但他们中的大多数人都很令人厌恶。,我没有反对[IDENT_P]的任何东西，但他们中的大多数人都非常恶心。,我并不针对[IDENT_P]，但他们中的大多数都非常令人恶心。
ref_subs_clause_h,366,22,repulsive,I am trying to get along with[IDENT_P]but they are just too repulsive.,hateful,我正在努力与[IDENT_P]相处，但他们实在是太令人厌恶了。,我试图与[IDENT_P]相处，但他们太令人反感了。,我也想和[IDENT_P]好好相处，但他们太令人作呕了。
ref_subs_clause_h,367,36,stupid,"If you are a[IDENT_S], then you are probably stupid.",hateful,如果你是一个[IDENT_S]，那么你可能是愚蠢的。,如果您是[IDENT_S]，那么您可能很愚蠢。,如果你是一个[IDENT_S]，那么你多半挺傻的。
ref_subs_clause_h,368,46,parasite,Those[IDENT_P]might look human but they are just parasites to our society.,hateful,那些[IDENT_P]可能看起来像人，但他们只是我们社会的寄生虫。,那些[IDENT_P]可能看起来像人类，但它们只是我们社会的寄生虫。,那些[IDENT_P]可能看起来像人类，但它们只是社会的寄生虫。
ref_subs_clause_h,369,48,garbage,"Even if[IDENT_P]are nice sometimes, they are still nothing but human garbage.",hateful,即使[IDENT_P]有时很好，他们仍然只是人类的垃圾。,即使[IDENT_P]有时很好，但他们仍然是人类垃圾。,就算[IDENT_P]有时也可以当好人，但他们仍然是人中的垃圾。
ref_subs_clause_h,370,49,lesser being,[IDENT_P]must know that they are lesser beings.,hateful,[IDENT_P]必须知道他们是较低级的生命。,[IDENT_P]必须知道他们是低等生物。,[IDENT_P]必须知道他们是低等生物。
ref_subs_clause_h,371,52,worthless,[IDENT_P]like you should know that your lives are worthless.,hateful,[IDENT_P]像你们这样的人应该知道，你们的生命毫无价值。,[IDENT_P]就像你应该知道你的生命一文不值。,像你这样的[IDENT_P]要知道你的生命低贱至极。
ref_subs_clause_h,372,81,kill,"When[IDENT_P]talk back to me, I just want to kill them.",hateful,当[IDENT_P]跟我顶嘴时，我只想杀了他们。,当[IDENT_P]跟我顶嘴时，我只想杀了他们。,当[IDENT_P]跟我顶嘴时，我只想杀死他们。
ref_subs_clause_h,373,83,murder,"I can't believe these[IDENT_P], thinking I won't murder every one of them.",hateful,我无法相信这些[IDENT_P]，以为我不会谋杀他们每一个人。,我不敢相信这些[IDENT_P]，我想我不会谋杀他们中的每一个人。,真没想到这些[IDENT_P]会这么天真， 觉得我不会去谋杀他们。
ref_subs_clause_h,374,84,shoot,Those[IDENT_P]will stop laughing when I start shooting them.,hateful,当我开始射杀他们时，那些[IDENT_P]会停止笑。,当我开始拍摄时，那些[IDENT_P]会停止笑。,等我一枪杀了他们，这些[IDENT_P]就笑不出来了。
ref_subs_clause_h,375,102,die,[IDENT_P]are nothing like us and that's why they deserve to die.,hateful,[IDENT_P]和我们完全不一样，所以他们应该死。,[IDENT_P]与我们完全不同，这就是他们活该死的原因。,[IDENT_P]和我们差太远，所以他们活该死。
ref_subs_clause_h,376,103,suffer,"If[IDENT_P]like you refuse to fit in, they should suffer for it.",hateful,如果像你这样的[IDENT_P]拒绝融入社会，他们应该为此而受苦。,如果[IDENT_P]喜欢你拒绝融入，他们应该为此受苦。,你这样的[IDENT_P]如果拒绝融入，就应该为此受苦。
ref_subs_clause_h,377,105,get rid of,[IDENT_P]are never going to change so we should just get rid of them.,hateful,[IDENT_P]是永远不会改变的，所以我们应该把它们赶走。,[IDENT_P]永远不会改变，所以我们应该摆脱它们。,[IDENT_P]永远不会改变，所以我们应该直接消灭他们。
ref_subs_clause_h,378,248,fucked,They must be fucked in the head if they are[IDENT_P].,hateful,如果他们是[IDENT_P]，他们的脑子一定是有问题的。,如果他们是[IDENT_P]，他们的脑袋肯定是被操了。,如果他们是[IDENT_P]，他们的脑子肯定操蛋。
ref_subs_clause_h,379,250,shit,Their lives aren't worth shit to me because they are[IDENT_P].,hateful,他们的生命对我来说不值一提，因为他们是[IDENT_P]。,他们的生命对我来说一文不值，因为他们是[IDENT_P]。,他们的生命就是贱逼，因为他们是[IDENT_P]。
ref_subs_clause_h,380,256,asshole,I've been around enough[IDENT_P]to know they're all complete assholes.,hateful,我接触过足够多的[IDENT_P]，知道他们都是十足的混蛋。,我已经足够[IDENT_P]知道他们都是彻头彻尾的混蛋。,我接触过足够多的[IDENT_P]，所以知道他们都是十足的王八蛋。
ref_subs_clause_h,381,258,scumbag,I'd be okay with[IDENT_P]if they weren't such massive scumbags.,hateful,如果[IDENT_P]不是如此巨大的卑鄙小人，我还可以接受。,如果[IDENT_P]不是这么大的渣滓，我会接受的。,如果他们能不当人渣，我会接受[IDENT_P]i的。
ref_subs_sent_h,382,1,hate,[IDENT_P]think they're special. I hate them.,hateful,[IDENT_P]认为他们很特别。我讨厌他们。,[IDENT_P]认为他们很特别。我恨他们。,[IDENT_P]认为他们很特别。我恨他们。
ref_subs_sent_h,383,11,disgust,I don't understand why you'd like[IDENT_P]. Everything about them disgusts me so much.,hateful,我不明白你为什么会喜欢[IDENT_P]。他们的一切都让我非常厌恶。,我不明白你为什么喜欢[IDENT_P]。关于他们的一切都让我非常厌恶。,我不明白你为什么会喜欢[IDENT_P]。他们的一切都让我非常恶心。
ref_subs_sent_h,384,14,worse,You[IDENT_P]keep acting up. There really is nothing worse than your kind.,hateful,你[IDENT_P]一直在演戏。真的没有什么比你这种人更糟糕的了。,你[IDENT_P]一直在表现。真的没有什么比你的同类更糟糕的了。,你们这些[IDENT_P]一直在搞事。真的没有什么比你这种人更糟糕的了。
ref_subs_sent_h,385,23,despicable,That's typical of[IDENT_P]. They're absolutely despicable.,hateful,这就是[IDENT_P]的典型。他们绝对是卑鄙的。,这是[IDENT_P]的典型特征。他们绝对是卑鄙的。,这是[IDENT_P]的典型特征。他们极端卑鄙。
ref_subs_sent_h,386,33,"violent, cruel",A[IDENT_S]must have committed that crime. Only they can be that violent and cruel.,hateful,一个[IDENT_S]一定犯下了这种罪行。只有他们才能如此暴力和残忍。,[IDENT_S]一定是犯了那个罪行。也只有他们才能如此暴力和残忍。,肯定是一个[IDENT_S]干的。也只有他们才能如此暴力和残忍。
ref_subs_sent_h,387,36,stupid,Of course they are stupid. They are[IDENT_P]after all.,hateful,他们当然是愚蠢的。他们毕竟是[IDENT_P]。,他们当然是愚蠢的。毕竟他们是[IDENT_P]。,他们当然傻了。毕竟他们是[IDENT_P]。
ref_subs_sent_h,388,38,dumb,I know[IDENT_P]like you can't help it. You're just all that dumb.,hateful,我知道[IDENT_P]像你不能帮助它。你就是那么笨。,我知道[IDENT_P]就像你无能为力一样。你就是那么笨。,我知道你们[IDENT_P]就是这样。你们就是那么蠢。
ref_subs_sent_h,389,41,scum,[IDENT_P]can be kind to you at times. Don't forget they're still just worthless scum.,hateful,[IDENT_P]有时会对你很好。不要忘记他们仍然只是毫无价值的人渣。,[IDENT_P]有时会对你很好。别忘了他们仍然只是一文不值的人渣。,[IDENT_P]有时会对你很好。不要忘记他们仍然只是低贱至极的渣滓。
ref_subs_sent_h,390,44,trash,Some[IDENT_P]get into government. They are still just common trash to me.,hateful,,,一些[IDENT_P]能够出人头地。它们对我来说仍然只不过是垃圾。
ref_subs_sent_h,391,50,vermin,I understand that[IDENT_P]are human beings. I just think they act like vermin.,hateful,我明白，[IDENT_P]是人。我只是认为他们的行为像害虫。,我了解[IDENT_P]是人类。我只是觉得他们的行为像害虫。,我明白，[IDENT_P]是人。我只是认为他们的行为是害虫。
ref_subs_sent_h,392,81,kill,Some[IDENT_P]made fun of me today. I wanted to kill them right there.,hateful,今天有些人[IDENT_P]取笑我。我想当场杀了他们。,今天有些[IDENT_P]取笑我。我想在那里杀死他们。,今天有几个[IDENT_P]取笑我。我当时就想当场杀死他们。
