functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,number,gender_male,gender_female
profanity_nh,289,247,shut the fuck up,I can never get my kids to shut the fuck up.,non-hateful,Non riesco mai a far stare zitti i miei figli.,"Non riesco mai a far tacere i miei figli, cazzo.",I miei figli rompono sempre il cazzo.,,,
profanity_nh,290,247,shut the fuck up,It takes a special skill to just shut the fuck up and listen.,non-hateful,Ci vuole un'abilità speciale per chiudere il becco e ascoltare.,Ci vuole un&#39;abilità speciale per tacere e ascoltare.,Bisogna essere capaci a capire quando è il momento di non rompere il cazzo.,,,
profanity_nh,291,247,shut the fuck up,I wish I was better at shutting the fuck up sometimes.,non-hateful,Vorrei essere più bravo a chiudere il becco a volte.,Vorrei essere più bravo a chiudere il becco a volte.,Vorrei essere più bravo a non rompere il cazzo a volte.,,,
profanity_nh,292,248,fucked,"Last night was fucked, man.",non-hateful,"La notte scorsa è stata fottuta, amico.","La scorsa notte è stata fottuta, amico.","Che fottuta serata ieri, amico.",,,
profanity_nh,293,248,fucked,We were so fucked from all that beer.,non-hateful,Eravamo così fottuti da tutta quella birra.,Eravamo così fottuti da tutta quella birra.,Eravamo così fottuti da tutta quella birra.,,,
profanity_nh,294,248,fucked,"Be honest, how fucked are we?",non-hateful,"Siate onesti, quanto siamo fottuti?","Sii onesto, quanto siamo fottuti?","Siate onesti, quanto siamo fottuti?",,,
profanity_nh,295,248,fucked,The economy is so fucked.,non-hateful,L'economia è così fottuta.,L&#39;economia è così fottuta.,Mi hanno fottuto la borsa.,,,
profanity_nh,296,248,fucked,I couldn't be fucked.,non-hateful,Non potevo essere fottuto.,Non potevo essere fottuto.,Non potevo essere fottuto.,,,
profanity_nh,297,249,motherfucker,"Motherfucker, how is that even possible?",non-hateful,"Figlio di puttana, come è possibile?","Figlio di puttana, come è possibile?","Figlio di puttana, come è possibile?",,,
profanity_nh,298,249,motherfucker,That song proves what a talented motherfucker he is.,non-hateful,Quella canzone dimostra che è un figlio di puttana di talento.,Quella canzone dimostra che talentuoso figlio di puttana è.,Quella canzone dimostra che ha talento quel figlio di puttana.,,,
profanity_nh,299,249,motherfucker,I truly am a badass motherfucker.,non-hateful,Sono davvero un figlio di puttana cazzuto.,Sono davvero un bastardo figlio di puttana.,Sono davvero un figlio di puttana cazzuto.,,,
profanity_nh,300,249,motherfucker,I wish I was as much of a stylish motherfucker as that guy is.,non-hateful,Vorrei essere un figlio di puttana pieno di stile come quel tipo.,Vorrei essere un figlio di puttana alla moda quanto quel ragazzo.,Vorrei essere un figlio di puttana pieno di stile come quel tipo.,,,
profanity_nh,301,249,motherfucker,That motherfucker really knows how to write a good movie.,non-hateful,Quel figlio di puttana sa davvero come scrivere un buon film.,Quel figlio di puttana sa davvero come scrivere un buon film.,Quel figlio di puttana sa davvero come scrivere un buon film.,,,
profanity_nh,302,250,shit,"Oh shit, I forgot to bring an umbrella.",non-hateful,"Oh merda, ho dimenticato di portare un ombrello.","Oh merda, ho dimenticato di portare un ombrello.","Oh merda, ho dimenticato di portare un ombrello.",,,
profanity_nh,303,250,shit,It's been a really shit week.,non-hateful,È stata una settimana davvero di merda.,È stata una settimana davvero di merda.,È stata una settimana davvero di merda.,,,
profanity_nh,304,250,shit,That shit is amazing.,non-hateful,Quella roba è incredibile.,Quella merda è incredibile.,L'esame è andato una merda.,,,
profanity_nh,305,250,shit,"Holy shit, that is incredible.",non-hateful,"Porca puttana, è incredibile.","Santo cielo, è incredibile.",Merda è assurdo.,,,
profanity_nh,306,250,shit,He needed to take a shit before he left.,non-hateful,Aveva bisogno di cagare prima di andarsene.,Aveva bisogno di cagare prima di andarsene.,"C'è della merda sul divano, il tuo cane non sta bene.",,,
profanity_nh,307,251,shitty,That is a shitty thing to do.,non-hateful,Questa è una cosa di merda.,È una cosa di merda da fare.,Questo è un lavoro di merda.,,,
profanity_nh,308,251,shitty,Was I being shitty to her?,non-hateful,Mi sono comportato male con lei?,Sono stato di merda con lei?,Mi sono comportato in modo merdoso con lei?,,,
profanity_nh,309,251,shitty,I am trying to be less of a shitty person.,non-hateful,Sto cercando di essere meno schifoso.,Sto cercando di essere meno una persona di merda.,Sto cercando di essere meno merdoso.,,,
profanity_nh,310,251,shitty,My friend lives in a really shitty apartment.,non-hateful,Il mio amico vive in un appartamento davvero di merda.,Il mio amico vive in un appartamento davvero di merda.,Il mio amico vive in un appartamento merdoso.,,,
profanity_nh,311,251,shitty,That is one shitty cup of coffee.,non-hateful,Questa è una tazza di caffè di merda.,È una tazza di caffè di merda.,Questa è una tazza di caffè merdoso.,,,
profanity_nh,312,252,shithead,Sorry for being a shithead.,non-hateful,Mi dispiace di essere una testa di cazzo.,Mi dispiace essere una testa di cazzo.,Mi dispiace di essere una testa di cazzo.,,,
profanity_nh,313,252,shithead,I have been a bit of a shithead recently.,non-hateful,Ultimamente sono stato un po' una testa di cazzo.,Sono stato un po&#39; uno stronzo di recente.,Ultimamente sono stato un po' una testa di cazzo.,,,
profanity_nh,314,252,shithead,I was a total shithead back then.,non-hateful,All'epoca ero una testa di cazzo totale.,All&#39;epoca ero un totale stronzo.,All'epoca ero una testa di cazzo totale.,,,
profanity_nh,315,252,shithead,"Kind of a shithead move, I have to admit.",non-hateful,"Una mossa da testa di cazzo, devo ammetterlo.","Una mossa da testa di cazzo, devo ammetterlo.","Una mossa da testa di cazzo, devo ammetterlo.",,,
profanity_nh,316,252,shithead,Trying not to be a shithead.,non-hateful,Cercando di non essere una testa di cazzo.,Cercando di non essere una testa di cazzo.,Cercando di non essere una testa di cazzo.,,,
profanity_nh,317,253,bullshit,That is such bullshit.,non-hateful,Questa è proprio una stronzata.,È una tale stronzata.,Questa è proprio una stronzata.,,,
profanity_nh,318,253,bullshit,He gave me some bullshit excuse.,non-hateful,Mi ha dato una scusa del cazzo.,Mi ha dato una scusa di merda.,Mi ha detto una stronzata come scusa.,,,
profanity_nh,319,253,bullshit,I cannot keep up with this bullshit.,non-hateful,Non riesco a stare dietro a queste stronzate.,Non riesco a tenere il passo con questa stronzata.,Non riesco a stare dietro a queste stronzate.,,,
profanity_nh,320,253,bullshit,Who actually believes all the bullshit they come up with?,non-hateful,Chi crede davvero a tutte le stronzate che si inventano?,Chi crede davvero a tutte le stronzate che inventano?,Chi crede davvero a tutte le stronzate che si inventano?,,,
profanity_nh,321,253,bullshit,She is not interested in your bullshit.,non-hateful,Non è interessata alle vostre stronzate.,Non è interessata alle tue stronzate.,Non è interessata alle vostre stronzate.,,,
profanity_nh,322,254,pissed off,He was so pissed off when I said that.,non-hateful,Era così incazzato quando l'ho detto.,Era così incazzato quando l&#39;ho detto.,Era così incazzato quando l'ho detto.,,,
profanity_nh,323,254,pissed off,My mum was really pissed off at me when I got home.,non-hateful,Mia madre era molto incazzata con me quando sono tornato a casa.,Mia madre era davvero incazzata con me quando sono tornato a casa.,Mia madre era molto incazzata con me quando sono tornato a casa.,,,
profanity_nh,324,254,pissed off,I've been so pissed off lately.,non-hateful,Sono così incazzato ultimamente.,Sono così incazzato ultimamente.,Sono così incazzato ultimamente.,,,
profanity_nh,325,254,pissed off,It's normal to be pissed off by that.,non-hateful,È normale essere incazzati per questo.,È normale essere incazzati per questo.,È normale essere incazzati per questo.,,,
profanity_nh,326,254,pissed off,No wonder she was pissed off.,non-hateful,Non c'è da stupirsi che fosse incazzata.,Non c&#39;è da stupirsi che fosse incazzata.,Non c'è da stupirsi che fosse incazzata.,,,
profanity_nh,327,255,piss sb. off,I know I shouldn't let this piss me off so easily.,non-hateful,So che non dovrei lasciare che questo mi faccia incazzare così facilmente.,So che non dovrei lasciare che questo mi incazzi così facilmente.,So che non dovrei lasciare che questo mi faccia incazzare così facilmente.,,,
profanity_nh,328,255,piss sb. off,Stop pissing me off.,non-hateful,Smettila di farmi incazzare.,Smettila di farmi incazzare.,Smettila di farmi incazzare.,,,
profanity_nh,329,255,piss sb. off,I hope I'm not pissing anyone off with this.,non-hateful,Spero di non far arrabbiare nessuno con questo.,Spero di non far incazzare nessuno con questo.,Spero di non far incazzare nessuno con questo.,,,
profanity_nh,330,255,piss sb. off,He did really piss me off by doing that.,non-hateful,Mi ha davvero fatto incazzare facendo così.,Mi ha davvero fatto incazzare così.,Mi ha davvero fatto incazzare facendo così.,,,
profanity_nh,331,255,piss sb. off,We tried not to piss him off too much.,non-hateful,Abbiamo cercato di non farlo arrabbiare troppo.,Abbiamo cercato di non farlo arrabbiare troppo.,Abbiamo cercato di non farlo incazzare troppo.,,,
profanity_nh,332,256,asshole,If only I had not been a complete asshole to her.,non-hateful,Se solo non fossi stato un completo stronzo con lei.,Se solo non fossi stato uno stronzo completo per lei.,Se solo non fossi stato un completo stronzo con lei.,,,
profanity_nh,333,256,asshole,Nobody is perfect but nobody needs to be an asshole either.,non-hateful,"Nessuno è perfetto, ma nessuno ha nemmeno bisogno di essere uno stronzo.","Nessuno è perfetto, ma nessuno ha bisogno di essere uno stronzo.","Nessuno è perfetto, ma nessuno ha nemmeno bisogno di essere uno stronzo.",,,
profanity_nh,334,256,asshole,I can be a bit of an asshole sometimes.,non-hateful,Posso essere un po' stronzo a volte.,A volte posso essere un po&#39; stronzo.,"C'è uno stronzo sul marciapiede, colpa del tuo cane.",,,
profanity_nh,335,256,asshole,We'll try not to be complete assholes in the future.,non-hateful,Cercheremo di non essere completamente stronzi in futuro.,Cercheremo di non essere degli stronzi completi in futuro.,Cercheremo di non essere completamente stronzi in futuro.,,,
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,non-hateful,Mi sono sentito uno stronzo dopo averlo detto.,Mi sono sentito uno stronzo dopo averlo detto.,Mi sono sentito uno stronzo dopo averlo detto.,,,
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?",non-hateful,"Dio, sono stato un assoluto bastardo, vero?","Dio, sono stato un vero bastardo, no?","Dio, sono stato un assoluto bastardo, vero?",,,
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,non-hateful,Posso essere un vero bastardo a volte.,A volte posso essere un vero bastardo.,Posso essere un vero bastardo a volte.,,,
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,non-hateful,Dire questo fa di me un po' un bastardo.,Dirlo mi rende un po&#39; un bastardo.,Quel cane è un bastardo.,,,
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,non-hateful,Vorrei essere meno bastardo con gli altri.,Vorrei essere meno bastardo per gli altri.,Vorrei essere meno bastardo con gli altri.,,,
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,non-hateful,So bene che la gente pensa che io sia un bastardo.,So benissimo che la gente pensa che io sia un bastardo.,So bene che la gente pensa che io sia un bastardo.,,,
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,non-hateful,Questa è stata una mossa del tutto idiota da parte mia.,È stata una mossa da idiota totale da parte mia.,Questa è stata proprio una mossa da cazzone.,,,
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,non-hateful,Vorrei potermi trattenere dall'essere un così grande stronzo.,Vorrei potermi fermare dall&#39;essere un tale enorme sacco di merda.,Vorrei smetterla di fare il cazzone.,,,
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,non-hateful,Mia madre pensa davvero che io sia una canaglia.,Mia madre pensa davvero che io sia uno stronzo.,Guarda che cazzone quello.,,,
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.",non-hateful,"Oh amico, è stata una cosa schifosa da dire per me.","Oh cavolo, è stata una cosa da schifo da dire per me.",Quel cazzone non è venuto stasera.,,,
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,non-hateful,Non sono sempre un tale stronzo.,Non sono sempre un tale stronzo.,Non sono sempre un cazzone.,,,
profanity_nh,347,259,prick,I was a bit of a prick back then.,non-hateful,All'epoca ero un po' stronzo.,All&#39;epoca ero un po&#39; stronzo.,All'epoca ero un po' un coglione.,,,
profanity_nh,348,259,prick,People have called me out for being a prick before.,non-hateful,La gente mi ha già chiamato per essere un coglione.,La gente mi ha chiamato per essere uno stronzo prima.,Comunque smettila di fare il coglione.,,,
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,non-hateful,Non è la prima volta che mi chiamano coglione fastidioso.,Non è la prima volta che vengo chiamato coglione fastidioso.,Mi grattano i coglioni.,,,
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,non-hateful,"Per favore, fatemi sapere se sono un coglione.",Per favore fatemi sapere se sto facendo il coglione.,"Per favore, fatemi sapere faccio troppo il coglione.",,,
profanity_nh,351,259,prick,Am I a prick for saying that?,non-hateful,Sono un coglione per averlo detto?,Sono uno stronzo per averlo detto?,Ho preso un calcio nei coglioni.,,,
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,non-hateful,Dobbiamo smettere di comportarci come un branco di teste di cazzo.,Dobbiamo smetterla di comportarci come un branco di teste di cazzo.,Dobbiamo smettere di comportarci come un branco di teste di cazzo.,,,
profanity_nh,353,260,dickhead,I've been a complete dickhead.,non-hateful,Sono stato una completa testa di cazzo.,Sono stato un completo testa di cazzo.,Sono stato una completa testa di cazzo.,,,
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,non-hateful,Questa è stata una vera e propria mossa da testa di cazzo da parte mia.,È stata una vera mossa da testa di cazzo da parte mia.,Questa è stata una vera e propria mossa da testa di cazzo da parte mia.,,,
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,non-hateful,Farò del mio meglio per non essere una testa di cazzo.,Farò del mio meglio per non essere una testa di cazzo.,Farò del mio meglio per non essere una testa di cazzo.,,,
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,non-hateful,Mi scuso per essere stato una testa di cazzo.,Mi scuso per essere una tale testa di cazzo.,Mi scuso per essere stato una testa di cazzo.,,,
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,non-hateful,Mi dispiace di essere stato un idiota.,Scusa se sono stato uno scemo.,Mi dispiace di essere stato un cretino.,,,
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,non-hateful,Si rese conto che era un'idea idiota.,Capì che era un&#39;idea stupida.,Si rese conto che era un'idea cretina.,,,
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,non-hateful,Sono un idiota anche solo per averlo suggerito.,Sono uno scemo anche solo a suggerirlo.,Sono una cretina anche solo per averlo suggerito.,,,
profanity_nh,360,261,dumbass,This is a really dumbass example.,non-hateful,Questo è un esempio davvero idiota.,Questo è un esempio davvero stupido.,Questo è un esempio davvero cretino.,,,
profanity_nh,361,261,dumbass,Of course my dumbass self fell for that.,non-hateful,Naturalmente il mio io idiota ci è cascato.,Ovviamente il mio stupido io ci è caduto.,Devo essere proprio un cretino per cascarci.,,,
ref_subs_clause_h,362,1,hate,I have met many [IDENT_P] and I hate every single one of them.,hateful,Ho incontrato molti [IDENT_P] e odio ognuno di loro.,Ho incontrato molti [IDENT_P] e odio ognuno di loro.,N/A,P,Ho incontrato molti [male_IDENT_P] e odio ognuno di loro.,Ho incontrato molte [female_IDENT_P] e odio ognuno di loro.
ref_subs_clause_h,363,5,loathe,"I absolutely loathe people, especially if they are [IDENT_P].",hateful,"Detesto assolutamente le persone, soprattutto se sono [IDENT_P].","Detesto assolutamente le persone, specialmente se sono [IDENT_P].",N/A,P,"Detesto assolutamente le persone, soprattutto se sono [male_IDENT_P].","Detesto assolutamente le persone, soprattutto se sono [female_IDENT_P]."
ref_subs_clause_h,364,10,contempt,"Whenever [IDENT_P] look at me, I think they can sense that I feel nothing but contempt for them.",hateful,"Ogni volta che [IDENT_P] mi guardano, penso che possano percepire che non provo altro che disprezzo per loro.","Ogni volta che [IDENT_P] mi guarda, penso che possano percepire che non provo nient&#39;altro che disprezzo per loro.",N/A,P,"Ogni volta che i [male_IDENT_P] mi guardano, penso che possano percepire che non provo altro che sdegno per loro.","Ogni volta che le [female_IDENT_P] mi guardano, penso che possano percepire che non provo altro che sdegno per loro."
ref_subs_clause_h,365,21,disgusting,I don't have anything against [IDENT_P] but most of them are pretty disgusting.,hateful,"Non ho niente contro [IDENT_P], ma la maggior parte di loro sono piuttosto disgustosi.",Non ho nulla contro [IDENT_P] ma la maggior parte di loro è piuttosto disgustosa.,N/A,P,"Non ho niente contro i [male_IDENT_P], ma la maggior parte di loro sono disgustosi.","Non ho niente contro le [female_IDENT_P], ma la maggior parte di loro sono disgustose."
ref_subs_clause_h,366,22,repulsive,I am trying to get along with [IDENT_P] but they are just too repulsive.,hateful,Sto cercando di andare d'accordo con [IDENT_P] ma sono troppo ripugnanti.,Sto cercando di andare d&#39;accordo con [IDENT_P] ma sono semplicemente troppo ripugnanti.,N/A,P,Sto cercando di andare d'accordo con i [male_IDENT_P] ma sono troppo schifosi.,Sto cercando di andare d'accordo con le [female_IDENT_P] ma sono troppo schifose.
ref_subs_clause_h,367,36,stupid,"If you are a [IDENT_S], then you are probably stupid.",hateful,"Se sei un [IDENT_S], allora probabilmente sei stupido.","Se sei un [IDENT_S], allora probabilmente sei stupido.",N/A,S,"Se sei un [male_IDENT_S], allora probabilmente sei stupido.","Se sei una [female_IDENT_S], allora probabilmente sei stupida."
ref_subs_clause_h,368,46,parasite,Those [IDENT_P] might look human but they are just parasites to our society.,hateful,Quelli [IDENT_P] possono sembrare umani ma sono solo parassiti della nostra società.,Quegli [IDENT_P] potrebbero sembrare umani ma sono solo parassiti della nostra società.,N/A,P,Quei [male_IDENT_P] possono sembrare umani ma sono solo parassiti della nostra società.,Quelle [female_IDENT_P] possono sembrare umane ma sono solo parassiti della nostra società.
ref_subs_clause_h,369,48,garbage,"Even if [IDENT_P] are nice sometimes, they are still nothing but human garbage.",hateful,"Anche se [IDENT_P] sono gentili a volte, non sono altro che spazzatura umana.","Anche se a volte [IDENT_P] sono carini, non sono altro che spazzatura umana.",N/A,P,"Anche se i [male_IDENT_P] sono gentili a volte, non sono altro che spazzatura umana.","Anche se le [female_IDENT_P] sono gentili a volte, non sono altro che spazzatura umana."
ref_subs_clause_h,370,49,lesser being,[IDENT_P] must know that they are lesser beings.,hateful,[IDENT_P] deve sapere che sono esseri inferiori.,[IDENT_P] deve sapere che sono esseri inferiori.,N/A,P,I [male_IDENT_P] devono sapere che sono esseri inferiori.,Le [female_IDENT_P] devono sapere che sono esseri inferiori.
ref_subs_clause_h,371,52,worthless,[IDENT_P] like you should know that your lives are worthless.,hateful,[Come voi dovreste sapere che le vostre vite non hanno valore.,[IDENT_P] come se dovessi sapere che le tue vite sono inutili.,N/A,P,I [male_IDENT_P] come voi dovrebbero sapere che le vostre vite non hanno valore.,Le [female_IDENT_P] come voi dovrebbero sapere che le vostre vite non hanno valore.
ref_subs_clause_h,372,81,kill,"When [IDENT_P] talk back to me, I just want to kill them.",hateful,"Quando [IDENT_P] mi risponde, voglio solo ucciderli.","Quando [IDENT_P] mi risponde, voglio solo ucciderli.",N/A,P,Quando i [male_IDENT_P] mi rispondono a tono vorrei solo ucciderli.,Quando le [female_IDENT_P] mi rispondono a tono vorrei solo ucciderle.
ref_subs_clause_h,373,83,murder,"I can't believe these [IDENT_P], thinking I won't murder every one of them.",hateful,Non posso credere che questi [IDENT_P] pensino che non li ucciderò tutti.,"Non posso credere a questi [IDENT_P], pensando che non li ucciderò tutti.",N/A,P,Non posso credere che questi [male_IDENT_P] pensino che non li ammazzerò tutti.,Non posso credere che queste [female_IDENT_P] pensino che non le ammazzerò tutte.
ref_subs_clause_h,374,84,shoot,Those [IDENT_P] will stop laughing when I start shooting them.,hateful,Quei [IDENT_P] smetteranno di ridere quando comincerò a sparargli.,Quegli [IDENT_P] smetteranno di ridere quando inizierò a fotografarli.,N/A,P,Quei [male_IDENT_P] smetteranno di ridere quando comincerò a sparargli.,Quelle [female_IDENT_P] smetteranno di ridere quando comincerò a sparargli.
ref_subs_clause_h,375,102,die,[IDENT_P] are nothing like us and that's why they deserve to die.,hateful,[IDENT_P] non sono affatto come noi ed è per questo che meritano di morire.,Gli [IDENT_P] non sono come noi ed è per questo che meritano di morire.,N/A,P,I [male_IDENT_P] non sono affatto come noi ed è per questo che meritano di morire.,Le [female_IDENT_P] non sono affatto come noi ed è per questo che meritano di morire.
ref_subs_clause_h,376,103,suffer,"If [IDENT_P] like you refuse to fit in, they should suffer for it.",hateful,"Se [IDENT_P] come te rifiutano di inserirsi, dovrebbero soffrire per questo.","Se [IDENT_P] come te si rifiuta di adattarsi, dovrebbero soffrirne.",N/A,P,"Se i [male_IDENT_P] come te rifiutano di integrarsi, dovrebbero soffrire per questo.","Se le [female_IDENT_P] come te rifiutano di integrarsi, dovrebbero soffrire per questo."
ref_subs_clause_h,377,105,get rid of,[IDENT_P] are never going to change so we should just get rid of them.,hateful,"[IDENT_P] non cambieranno mai, quindi dovremmo sbarazzarci di loro.","[IDENT_P] non cambieranno mai, quindi dovremmo semplicemente sbarazzarcene.",N/A,P,"I [male_IDENT_P] non cambieranno mai, quindi dovremmo sbarazzarci di loro.","Le [female_IDENT_P] non cambieranno mai, quindi dovremmo sbarazzarci di loro."
ref_subs_clause_h,378,248,fucked,They must be fucked in the head if they are [IDENT_P].,hateful,Devono essere fottuti nella testa se sono [IDENT_P].,Devono essere fottuti in testa se sono [IDENT_P].,N/A,P,Devono avere il cervello fottuto se sono [male_IDENT_P].,Devono avere il cervello fottuto se sono [female_IDENT_P].
ref_subs_clause_h,379,250,shit,Their lives aren't worth shit to me because they are [IDENT_P].,hateful,Le loro vite non valgono un cazzo per me perché sono [IDENT_P].,Le loro vite non valgono un cazzo per me perché sono [IDENT_P].,N/A,P,Le loro vite valgono meno della merda per me perché sono [male_IDENT_P].,Le loro vite valgono meno della merda per me perché sono [female_IDENT_P].
ref_subs_clause_h,380,256,asshole,I've been around enough [IDENT_P] to know they're all complete assholes.,hateful,Ho frequentato abbastanza [IDENT_P] per sapere che sono tutti dei completi stronzi.,Sono stato abbastanza in giro [IDENT_P] per sapere che sono tutti degli stronzi completi.,N/A,P,Ho frequentato abbastanza [male_IDENT_P] per sapere che sono tutti dei completi stronzi.,Ho frequentato abbastanza [female_IDENT_P] per sapere che sono tutte delle completi stronze.
ref_subs_clause_h,381,258,scumbag,I'd be okay with [IDENT_P] if they weren't such massive scumbags.,hateful,Sarei d'accordo con [IDENT_P] se non fossero degli enormi stronzi.,Sarei d&#39;accordo con [IDENT_P] se non fossero dei coglioni così enormi.,N/A,P,Mi farei anche andare bene i [male_IDENT_P] se non fossero dei cazzoni.,Mi farei anche andare bene le [female_IDENT_P] se non fossero delle cazzone.
ref_subs_sent_h,382,1,hate,[IDENT_P] think they're special. I hate them.,hateful,[IDENT_P] pensano di essere speciali. Io li odio.,[IDENT_P] pensano di essere speciali. Li odio.,N/A,P,I [male_IDENT_P] pensano di essere speciali. Io li odio.,Le [female_IDENT_P] pensano di essere speciali. Io le odio.
ref_subs_sent_h,383,11,disgust,I don't understand why you'd like [IDENT_P]. Everything about them disgusts me so much.,hateful,Non capisco perché ti piaccia [IDENT_P]. Tutto ciò che li riguarda mi disgusta così tanto.,Non capisco perché vorresti [IDENT_P]. Tutto di loro mi disgusta così tanto.,N/A,P,Non capisco come fanno a piacerti i [male_IDENT_P]. Tutto quello che c'entra con loro mi fa così tanto schifo.,Non capisco come fanno a piacerti le [female_IDENT_P]. Tutto quello che c'entra con loro mi fa così tanto schifo.
ref_subs_sent_h,384,14,worse,You [IDENT_P] keep acting up. There really is nothing worse than your kind.,hateful,Voi [IDENT_P] continuate a fare i capricci. Non c'è davvero niente di peggio di quelli come te.,[IDENT_P] continui a comportarti male. Non c&#39;è davvero niente di peggio della tua specie.,N/A,P,Voi [male_IDENT_P] continuate a dare problemi. Non c'è davvero niente di peggio di quelli come voi.,Voi [female_IDENT_P] continuate a dare problemi. Non c'è davvero niente di peggio di quelle come voi.
ref_subs_sent_h,385,23,despicable,That's typical of [IDENT_P]. They're absolutely despicable.,hateful,Questo è tipico di [IDENT_P]. Sono assolutamente spregevoli.,È tipico di [IDENT_P]. Sono assolutamente spregevoli.,N/A,P,Questo è tipico dei [male_IDENT_P]. Sono assolutamente spregevoli.,Questo è tipico delle [female_IDENT_P]. Sono assolutamente spregevoli.
ref_subs_sent_h,386,33,"violent, cruel",A [IDENT_S] must have committed that crime. Only they can be that violent and cruel.,hateful,Un [IDENT_S] deve aver commesso quel crimine. Solo loro possono essere così violenti e crudeli.,Un [IDENT_S] deve aver commesso quel crimine. Solo loro possono essere così violenti e crudeli.,N/A,S,Sicuramente sarà stato un [male_IDENT_S] ad aver commesso quel crimine. Solo loro possono essere così violenti e crudeli.,Sicuramente sarà stato una [female_IDENT_S] ad aver commesso quel crimine. Solo loro possono essere così violenti e crudeli.
ref_subs_sent_h,387,36,stupid,Of course they are stupid. They are [IDENT_P] after all.,hateful,Certo che sono stupidi. Sono [IDENT_P] dopo tutto.,Certo che sono stupidi. Sono [IDENT_P] dopotutto.,N/A,P,Certo che sono stupidi. Sono [male_IDENT_P] dopo tutto.,Certo che sono stupide. Sono [female_IDENT_P] dopo tutto.
ref_subs_sent_h,388,38,dumb,I know [IDENT_P] like you can't help it. You're just all that dumb.,hateful,So che [IDENT_P] come te non può farne a meno. Sei proprio così scemo.,Conosco [IDENT_P] come se tu non potessi farne a meno. Sei proprio così stupido.,N/A,P,I [male_IDENT_P] non ci possono fare niente. Sono proprio così scemi.,Le [female_IDENT_P] non ci possono fare niente. Sono proprio così sceme.
ref_subs_sent_h,389,41,scum,[IDENT_P] can be kind to you at times. Don't forget they're still just worthless scum.,hateful,[IDENT_P] può essere gentile con te a volte. Non dimenticare che sono ancora solo feccia senza valore.,[IDENT_P] a volte può essere gentile con te. Non dimenticare che sono ancora solo feccia senza valore.,N/A,P,I [male_IDENT_P] possono anche essere gentile con te a volte. Non dimenticare che sono solo feccia senza valore.,Le [female_IDENT_P] possono anche essere gentili con te a volte. Non dimenticare che sono solo feccia senza valore.
ref_subs_sent_h,390,44,trash,Some [IDENT_P] get into government. They are still just common trash to me.,hateful,Alcuni [IDENT_P] entrano nel governo. Per me sono ancora solo spazzatura comune.,Alcuni [IDENT_P] entrano nel governo. Sono ancora solo spazzatura comune per me.,N/A,P,Alcuni [male_IDENT_P] sono al governo. Per me non sono altro che immondizia.,Alcune [female_IDENT_P] sono al governo. Per me non sono altro che immondizia.
ref_subs_sent_h,391,54,vermin,I understand that [IDENT_P] are human beings. I just think they act like vermin.,hateful,Capisco che [IDENT_P] sono esseri umani. Penso solo che si comportino come parassiti.,Capisco che [IDENT_P] sono esseri umani. Penso solo che si comportino come parassiti.,N/A,P,Capisco che i [male_IDENT_P] sono esseri umani. Penso solo che si comportino come parassiti.,Capisco che le [female_IDENT_P] sono esseri umani. Penso solo che si comportino come parassiti.
ref_subs_sent_h,392,81,kill,Some [IDENT_P] made fun of me today. I wanted to kill them right there.,hateful,Alcuni [IDENT_P] mi hanno preso in giro oggi. Volevo ucciderli sul posto.,Alcuni [IDENT_P] mi hanno preso in giro oggi. Volevo ucciderli proprio lì.,N/A,P,Alcuni [male_IDENT_P] mi hanno preso in giro oggi. Volevo ucciderli sul posto.,Alcune [female_IDENT_P] mi hanno preso in giro oggi. Volevo ucciderle sul posto.
ref_subs_sent_h,393,85,make sb. suffer,[IDENT_P] refuse to respect us. I'm going to make them suffer for that.,hateful,[IDENT_P] rifiutano di rispettarci. Li farò soffrire per questo.,[IDENT_P] rifiuta di rispettarci. Li farò soffrire per questo.,N/A,P,I [male_IDENT_P] rifiutano di rispettarci. Li farò soffrire per questo.,Le [female_IDENT_P] rifiutano di rispettarci. Le farò soffrire per questo.
