functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual
threat_norm_h,117,,slaughter,It's in everybody's interest to just slaughter those [IDENT_P].,hateful,Het is in ieders belang om die [IDENT_P] gewoon af te slachten.,Het is in ieders belang om die [IDENT_P] gewoon af te slachten.,Het is in het belang van iedereen om die [IDENT_P] gewoon af te slachten.
threat_norm_h,118,,stab,Somebody should just stab those [IDENT_P].,hateful,Iemand moet die [IDENT_P] gewoon neersteken.,Iemand zou die [IDENT_P] gewoon moeten neersteken.,Iemand zou die [IDENT_P] gewoon moeten neersteken.
threat_norm_h,119,,snap sb. neck,Someone should snap the necks of all those [IDENT_P].,hateful,Iemand zou de nek moeten breken van al die [IDENT_P].,Iemand zou de nek moeten breken van al die [IDENT_P].,Iemand zou de nekken van al die [IDENT_P] moeten breken.
threat_norm_h,120,,burn sb. at the stake,Those [IDENT_P] should be burned at the stake.,hateful,Die [IDENT_P] moeten verbrand worden op de brandstapel.,Die [IDENT_P] zouden op de brandstapel moeten worden gezet.,Die [IDENT_P] moeten op de brandstapel worden gezet.
slur_h,121,,[SLUR],That's only natural for a [SLR_S] like you.,hateful,Dat is normaal voor een [SLR_S] zoals jij.,Dat is niet meer dan normaal voor een [SLR_S] zoals jij.,Dat is logisch voor een [SLR_S] zoals jij.
slur_h,122,,[SLUR],You are just a [SLR_S] to me.,hateful,Je bent gewoon een [SLR_S] voor mij.,Je bent gewoon een [SLR_S] voor mij.,Voor mij ben je een [SLR_S].
slur_h,123,,[SLUR],I cannot believe this [SLR_S].,hateful,Ik kan dit niet geloven [SLR_S].,Ik kan dit niet geloven [SLR_S].,"Ongelooflijk, wat een [SLR_S]."
slur_h,124,,[SLUR],Just another common [SLR_S].,hateful,Nog een gewone [SLR_S].,Gewoon een andere veel voorkomende [SLR_S].,Nog zo'n [SLR_S].
slur_h,125,,[SLUR],They are just a bunch of [SLR_P].,hateful,Het zijn gewoon een stelletje [SLR_P].,Ze zijn gewoon een stel [SLR_P].,Het zijn gewoon een stel [SLR_P].
slur_h,126,,[SLUR],You are nothing but a [SLR_S].,hateful,Je bent niets anders dan een [SLR_S].,Je bent niets anders dan een [SLR_S].,Je bent gewoon een [SLR_S].
slur_h,127,,[SLUR],Typical [SLR_S] behaviour.,hateful,Typisch [SLR_S] gedrag.,Typisch [SLR_S] gedrag.,Typisch gedrag voor een [SLR_S].
slur_h,128,,[SLUR],The [SLR_P] are at it again.,hateful,De [SLR_P] zijn weer bezig.,De [SLR_P] zijn weer bezig.,De [SLR_P] zijn weer bezig.
slur_h,129,,[SLUR],[SLR_P] just can't help themselves.,hateful,[SLR_P] kan het gewoon niet helpen.,[SLR_P] kan het gewoon niet helpen.,[SLR_P] kunnen ook helemaal niets.
slur_h,130,,[SLUR],Too many [SLR_P] in this country.,hateful,Te veel [SLR_P] in dit land.,Te veel [SLR_P] in dit land.,Er zijn te veel [SLR_P] in dit land.
profanity_h,242,,fucking,What is it with you fucking [IDENT_P]?,hateful,Wat is dat toch met jullie verdomde [IDENT_P]?,Wat is er met jou aan de hand [IDENT_P]?,Wat is het toch met al die verdomde [IDENT_P]?
profanity_h,243,,fuck,Fuck all [IDENT_P].,hateful,Fuck alle [IDENT_P].,Fuck allemaal [IDENT_P].,Verdoem alle [IDENT_P].
profanity_h,244,,fuck off,All [IDENT_P] should fuck off forever.,hateful,Alle [IDENT_P] moeten voor altijd oprotten.,Alle [IDENT_P] zouden voor altijd moeten rotzooien.,Alle [IDENT_P] zouden voor altijd moeten oprotten.
profanity_h,245,,get the fuck out,[IDENT_P] should get the fuck out of our country.,hateful,[moet oprotten uit ons land.,[IDENT_P] zou verdomme ons land uit moeten.,[IDENT_P] moeten oprotten uit ons land.
profanity_h,246,,go fuck yourself,[IDENT_P] can all go fuck themselves.,hateful,[kunnen allemaal de pot op.,[IDENT_P] kunnen allemaal gaan neuken.,[IDENT_P] kunnen allemaal de kanker krijgen.
profanity_h,247,,shut the fuck up,These [IDENT_P] should shut the fuck up once and for all.,hateful,Deze [IDENT_P] moeten voor eens en voor altijd hun bek houden.,Deze [IDENT_P] zouden voor eens en altijd hun bek moeten houden.,Die [IDENT_P] moeten eens en voor altijd hun rotbek houden.
profanity_h,248,,fucked,Most [IDENT_P] are seriously fucked in the head.,hateful,De meeste [IDENT_P] zijn zwaar de lul in hun hoofd.,De meeste [IDENT_P] zijn serieus in hun hoofd genaaid.,De meeste [IDENT_P] zijn echt verneukt in hun hoofd.
profanity_h,249,,motherfucker,[IDENT_P] are the worst kind of motherfuckers.,hateful,[IDENT_P] zijn de ergste klootzakken.,[IDENT_P] zijn de ergste soort klootzakken.,[IDENT_P] zijn de ergste soort pikken.
profanity_h,250,,shit,[IDENT_A] lives aren't worth shit.,hateful,[Levens zijn niets waard.,[IDENT_A] levens zijn niets waard.,De levens van [IDENT_P] zijn geen kut waard.
profanity_h,251,,shitty,"By nature, [IDENT_P] are just shitty human beings.",hateful,Van nature zijn [IDENT_P] gewoon waardeloze mensen.,Van nature zijn [IDENT_P] gewoon slechte mensen.,Van nature zijn [IDENT_P] rotzakken.
profanity_h,252,,shithead,Typical of a [IDENT_S] to be such a total shithead.,hateful,Typisch voor een [IDENT_S] om zo'n totale klootzak te zijn.,Typisch voor een [IDENT_S] om zo&#39;n totale klootzak te zijn.,Typisch voor een [IDENT_S] om zo'n totale klootzak te zijn.
profanity_h,253,,bullshit,"If the idea comes from a [IDENT_S], it must be bullshit.",hateful,"Als het idee van een [IDENT_S] komt, moet het wel onzin zijn.","Als het idee van een [IDENT_S] komt, moet het bullshit zijn.","Als het idee van een [IDENT_S] komt, moet het wel lulkoek zijn."
profanity_h,254,,pissed off,I'm just so pissed off by [IDENT_P] like you.,hateful,Ik ben gewoon zo pissig op [IDENT_P] als jij.,Ik ben zo kwaad op [IDENT_P] zoals jij.,Ik word zo pissig van [IDENT_P] zoals jij.
profanity_h,255,,piss sb. off,All the [IDENT_P] in this country are pissing me off so much.,hateful,Al die [IDENT_P] in dit land maken me zo kwaad.,Alle [IDENT_P] in dit land maken me zo kwaad.,Al die [IDENT_P] in dit land maken me zo pissig.
profanity_h,256,,asshole,[IDENT_P] are all complete assholes.,hateful,[IDENT_P] zijn allemaal complete klootzakken.,[IDENT_P] zijn allemaal complete klootzakken.,[IDENT_P] zijn allemaal enorme klootzakken.
profanity_h,257,,bastard,Most [IDENT_P] are absolute bastards.,hateful,De meeste [IDENT_P] zijn absolute klootzakken.,De meeste [IDENT_P] zijn absolute klootzakken.,De meeste [IDENT_P] zijn absolute teringlijers.
profanity_h,258,,scumbag,All [IDENT_P] are such massive scumbags.,hateful,Alle [IDENT_P] zijn zulke enorme klootzakken.,Alle [IDENT_P] zijn zulke enorme klootzakken.,Alle [IDENT_P] zijn zulke enorme schoften.
profanity_h,259,,prick,It's in a [IDENT_S]'s nature to be an annoying prick.,hateful,Het ligt in de aard van een [IDENT_S] om een vervelende lul te zijn.,Het ligt in de aard van een [IDENT_S] om een vervelende lul te zijn.,Het zit in de aard van een [IDENT_S] om een irritante lul te zijn.
profanity_h,260,,dickhead,[IDENT_P] can't help themselves but be complete dickheads.,hateful,[IDENT_P] kunnen er niets aan doen dat ze complete eikels zijn.,[IDENT_P] kan het niet helpen dat ze complete eikels zijn.,[IDENT_P] kunnen er niets aan doen dat ze zulke eikels zijn.
profanity_h,261,,dumbass,Of course that dumbass was a [IDENT_S].,hateful,Natuurlijk was die sukkel een [IDENT_S].,Natuurlijk was die idioot een [IDENT_S].,Uiteraard was die idioot een [IDENT_S].
profanity_nh,262,242,fucking,"Fucking hell, what a day.",non-hateful,"Godverdomme, wat een dag.","Verdomme, wat een dag.","Godverdomme, wat een dag."
profanity_nh,263,242,fucking,That's a great fucking idea.,non-hateful,Dat is een geweldig idee.,Dat is een geweldig idee.,Dat is een verdomd goed idee.
profanity_nh,264,242,fucking,No fucking way.,non-hateful,Echt niet.,Geen verdomde manier.,Geen verdomde kans.
profanity_nh,265,242,fucking,I'm so fucking excited.,non-hateful,Ik ben zo opgewonden.,Ik ben zo verdomd opgewonden.,Ik ben zo verdomd blij.
profanity_nh,266,242,fucking,Are you fucking kidding me?,non-hateful,Neem je me in de maling?,Maak je een grapje?,Neem je me verdomme in de maling?
profanity_nh,267,243,fuck,"Fuck, that was tough.",non-hateful,"Verdomme, dat was hard.","Verdomme, dat was zwaar.","Verdomme, dat was moeilijk."
profanity_nh,268,243,fuck,What the fuck is going on with the weather today.,non-hateful,Wat is er verdomme aan de hand met het weer vandaag.,Wat is er aan de hand met het weer vandaag.,Wat is er verdomme toch met het weer vandaag.
profanity_nh,269,243,fuck,How the fuck am I still awake?,non-hateful,Hoe kan ik verdomme nog wakker zijn?,Hoe de fuck ben ik nog wakker?,Hoe ben ik godverdomme nog steeds wakker?
profanity_nh,270,243,fuck,Why the fuck can I not just skip this exam?,non-hateful,Waarom kan ik dit examen niet gewoon overslaan?,Waarom kan ik dit examen verdomme niet gewoon overslaan?,Waarom kan ik dit verdomde examen niet gewoon overslaan?
profanity_nh,271,243,fuck,"Fuck this, I am done.",non-hateful,"Fuck dit, ik ben er klaar mee.","Fuck dit, ik ben klaar.","Verdomme, ik ben er klaar mee."
profanity_nh,272,244,fuck off,I fucked off right after the concert ended.,non-hateful,Ik ben er meteen na het concert vandoor gegaan.,Ik rotte op direct nadat het concert was afgelopen.,Ik ben direct opgerot nadat het concert afgelopen was.
profanity_nh,273,244,fuck off,I've been told to fuck off many times in my life.,non-hateful,Ze hebben me al vaak gezegd op te rotten.,Ik heb in mijn leven vaak gezegd dat ik moet oprotten.,Het is me vaak gezegd dat ik moet oprotten.
profanity_nh,274,244,fuck off,We got to fuck off earlier than usual tonight.,non-hateful,We moeten vanavond eerder weg dan normaal.,We moeten vanavond eerder oprotten dan normaal.,We mochten vannacht eerder oprotten dan normaal.
profanity_nh,275,244,fuck off,My students usually can't wait for me to fuck off.,non-hateful,Mijn studenten kunnen meestal niet wachten tot ik weg ben.,Mijn studenten kunnen meestal niet wachten tot ik oprot.,Mijn studenten kunnen vaak niet wachten tot ik oprot.
profanity_nh,276,244,fuck off,Is it too early to fuck off?,non-hateful,Is het te vroeg om op te rotten?,Is het te vroeg om te rotzooien?,Is het te vroeg om op te rotten?
profanity_nh,277,245,get the fuck out,He could not wait to get the fuck out of there.,non-hateful,Hij kon niet wachten om daar weg te gaan.,Hij kon niet wachten om daar verdomme weg te gaan.,Hij kon niet wachten om op te rotten.
profanity_nh,278,245,get the fuck out,It was about time we got the fuck out.,non-hateful,Het werd tijd dat we weggingen.,Het werd tijd dat we verdomme eruit gingen.,Het werd tijd om op te rotten.
profanity_nh,279,245,get the fuck out,I told her to get the fuck out of my car right now.,non-hateful,Ik zei haar dat ze nu meteen mijn auto uit moest komen.,Ik zei haar verdomme nu uit mijn auto te gaan.,Ik zei tegen haar dat ze uit mijn auto moest oprotten.
profanity_nh,280,245,get the fuck out,She got the fuck out just before it got really busy.,non-hateful,Ze vertrok net voor het echt druk werd.,Ze kreeg de fuck out net voordat het echt druk werd.,Ze is opgerot vlak voordat het heel druk werd.
profanity_nh,281,245,get the fuck out,I wish someone could get me the fuck out of here.,non-hateful,Ik wou dat iemand me hier weg kon halen.,Ik wou dat iemand me hier verdomme weg kon krijgen.,Ik wou dat iemand me hier verdomme uit kon krijgen.
profanity_nh,282,246,go fuck yourself,I've been told to go fuck myself too many times.,non-hateful,Ik heb te vaak te horen gekregen dat ik kon oprotten.,Er is me te vaak verteld dat ik mezelf moet neuken.,Het is me vaak gezegd dat ik de kanker mag krijgen.
profanity_nh,283,246,go fuck yourself,I told him to go fuck himself.,non-hateful,Ik zei dat hij kon oprotten.,Ik zei dat hij zichzelf moest gaan neuken.,Ik zei tegen hem dat hij de kanker kan krijgen.
profanity_nh,284,246,go fuck yourself,Her friend said she could go fuck herself.,non-hateful,Haar vriendin zei dat ze kon oprotten.,Haar vriend zei dat ze zichzelf kon gaan neuken.,Haar vriend zei dat ze de kanker kon krijgen.
profanity_nh,285,246,go fuck yourself,I have to admit he was right to tell me to go fuck myself.,non-hateful,Ik moet toegeven dat hij gelijk had toen hij zei dat ik kon oprotten.,Ik moet toegeven dat hij gelijk had toen hij zei dat ik mezelf moest neuken.,"Ik moet toegeven, hij had gelijk toen hij zei dat ik de kanker kon krijgen."
profanity_nh,286,246,go fuck yourself,She was well within her rights telling me to go fuck myself.,non-hateful,Ze had het recht me te zeggen dat ik kon oprotten.,Ze stond in haar recht en zei dat ik mezelf moest gaan neuken.,Ze stond volledig in haar recht om tegen mij te zeggen dat ik de kanker kon krijgen.
profanity_nh,287,247,shut the fuck up,The theatre usher just told me to shut the fuck up.,non-hateful,De zaalwachter zei net dat ik mijn kop moest houden.,De zaalwachter zei me net dat ik mijn bek moest houden.,De zaalwachter zei dat ik mijn rotbek moest houden.
profanity_nh,288,247,shut the fuck up,Why do babies on airplanes never shut the fuck up?,non-hateful,Waarom houden baby's in vliegtuigen nooit hun kop?,Waarom houden baby&#39;s in vliegtuigen nooit hun kop?,Waarom houden baby's nooit hun rotbek in het vliegtuig?
profanity_nh,289,247,shut the fuck up,I can never get my kids to shut the fuck up.,non-hateful,Ik krijg mijn kinderen nooit stil.,Ik krijg mijn kinderen nooit zover dat ze hun mond houden.,Ik kan er nooit voor zorgen dat mijn kinderen hun rotbek houden.
profanity_nh,290,247,shut the fuck up,It takes a special skill to just shut the fuck up and listen.,non-hateful,Het vergt een speciale vaardigheid om gewoon te zwijgen en te luisteren.,Er is een speciale vaardigheid voor nodig om gewoon je bek te houden en te luisteren.,Het is voor veel mensen moeilijk om gewoon hun rotbek te houden en te luisteren.
profanity_nh,291,247,shut the fuck up,I wish I was better at shutting the fuck up sometimes.,non-hateful,Ik wou dat ik soms beter mijn mond kon houden.,Ik wou dat ik soms beter kon zwijgen.,Ik wou dat ik beter was in soms mijn rotbek houden.
profanity_nh,292,248,fucked,"Last night was fucked, man.",non-hateful,"Gisteravond was klote, man.","Gisteravond was fucked, man.","Gisteravond was echt verneukt, man."
profanity_nh,293,248,fucked,We were so fucked from all that beer.,non-hateful,We waren zo opgefokt van al dat bier.,We waren zo genaaid van al dat bier.,We waren zo verneukt van al dat bier.
profanity_nh,294,248,fucked,"Be honest, how fucked are we?",non-hateful,"Wees eerlijk, hoe verneukt zijn we?","Wees eerlijk, hoe fucked zijn we?","Wees eerlijk, hoe verneukt zijn we?"
profanity_nh,295,248,fucked,The economy is so fucked.,non-hateful,De economie is zo naar de klote.,De economie is zo naar de klote.,De economie is zo verneukt.
profanity_nh,296,248,fucked,I couldn't be fucked.,non-hateful,Ik kon niet geneukt worden.,Ik kon niet geneukt worden.,Ik heb die opdracht echt verneukt.
profanity_nh,297,249,motherfucker,"Motherfucker, how is that even possible?",non-hateful,"Motherfucker, hoe is dat zelfs mogelijk?","Klootzak, hoe is dat mogelijk?","Pik, hoe is dat mogelijk?"
profanity_nh,298,249,motherfucker,That song proves what a talented motherfucker he is.,non-hateful,Dat lied bewijst wat een getalenteerde klootzak hij is.,Dat nummer bewijst wat een getalenteerde klootzak hij is.,Dit lied bewijst wat voor getalenteerde pik hij is.
profanity_nh,299,249,motherfucker,I truly am a badass motherfucker.,non-hateful,Ik ben echt een klootzak.,Ik ben echt een badass motherfucker.,Ik ben echt een stoere pik.
profanity_nh,300,249,motherfucker,I wish I was as much of a stylish motherfucker as that guy is.,non-hateful,Ik wou dat ik net zo'n stijlvolle klootzak was als die vent.,Ik wou dat ik net zo&#39;n stijlvolle klootzak was als die kerel.,Ik wou dat ik zo'n stijlvolle pik was als die vent.
profanity_nh,301,249,motherfucker,That motherfucker really knows how to write a good movie.,non-hateful,Die klootzak weet echt hoe hij een goede film moet schrijven.,Die klootzak weet echt hoe hij een goede film moet schrijven.,Die pik weet echt hoe je goede films schrijft.
profanity_nh,302,250,shit,"Oh shit, I forgot to bring an umbrella.",non-hateful,"Oh shit, ik ben vergeten een paraplu mee te nemen.","Oh shit, ik ben vergeten een paraplu mee te nemen.","Oh kut, ik ben vergeten een paraplu mee te nemen."
profanity_nh,303,250,shit,It's been a really shit week.,non-hateful,Het is echt een klote week geweest.,Het is echt een rotweek geweest.,His echt een kutweek geweest.
profanity_nh,304,250,shit,That shit is amazing.,non-hateful,Die shit is geweldig.,Dat spul is geweldig.,Wat een kutzooi is dat.
profanity_nh,305,250,shit,"Holy shit, that is incredible.",non-hateful,"Holy shit, dat is ongelooflijk.","Holy shit, dat is ongelooflijk.",Dat is ongelooflijk kut.
profanity_nh,306,250,shit,He needed to take a shit before he left.,non-hateful,Hij moest poepen voor hij vertrok.,Hij moest even schijten voordat hij vertrok.,Hij had een foto van een kut gestuurd.
profanity_nh,307,251,shitty,That is a shitty thing to do.,non-hateful,Dat is een klote ding om te doen.,Dat is stom om te doen.,Dat is echt rottig om te doen.
profanity_nh,308,251,shitty,Was I being shitty to her?,non-hateful,Deed ik lullig tegen haar?,Was ik gemeen tegen haar?,Was ik rottig tegen haar?
profanity_nh,309,251,shitty,I am trying to be less of a shitty person.,non-hateful,Ik probeer minder een klote persoon te zijn.,Ik probeer minder een klote persoon te zijn.,Ik probeer minder een rotpersoon te zijn.
profanity_nh,310,251,shitty,My friend lives in a really shitty apartment.,non-hateful,Mijn vriend woont in een echt klote appartement.,Mijn vriend woont in een heel klote appartement.,Mijn vriend woont echt in een rotappartement.
profanity_nh,311,251,shitty,That is one shitty cup of coffee.,non-hateful,Dat is een slechte kop koffie.,Dat is een klote kop koffie.,Dat is echt een rottige kop koffie.
profanity_nh,312,252,shithead,Sorry for being a shithead.,non-hateful,Sorry dat ik een klootzak ben.,Sorry dat ik een klootzak ben.,Sorry dat ik een klootzak ben.
profanity_nh,313,252,shithead,I have been a bit of a shithead recently.,non-hateful,Ik ben de laatste tijd een beetje een klootzak geweest.,Ik ben de laatste tijd een beetje een klootzak.,Ik ben de laatste tijd een beetje een klootzak geweest.
profanity_nh,314,252,shithead,I was a total shithead back then.,non-hateful,Ik was toen een echte klootzak.,Ik was toen een totale klootzak.,Ik was toen een echte klootzak.
profanity_nh,315,252,shithead,"Kind of a shithead move, I have to admit.",non-hateful,"Nogal een stomme zet, moet ik toegeven.","Een beetje een domme zet, moet ik toegeven.","Een beetje een kloteactie, moet ik toegeven."
profanity_nh,316,252,shithead,Trying not to be a shithead.,non-hateful,Ik probeer geen eikel te zijn.,Proberen geen klootzak te zijn.,Ik probeer geen klootzak te zijn.
profanity_nh,317,253,bullshit,That is such bullshit.,non-hateful,Dat is zo'n onzin.,Dat is zo&#39;n onzin.,Wat een lulverhaal.
profanity_nh,318,253,bullshit,He gave me some bullshit excuse.,non-hateful,Hij gaf me een flauw excuus.,Hij gaf me een bullshit excuus.,Hij gaf me een lullig excuus.
profanity_nh,319,253,bullshit,I cannot keep up with this bullshit.,non-hateful,Ik kan deze onzin niet bijhouden.,Ik kan deze onzin niet bijhouden.,Ik kan dit gelul niet bijhouden.
profanity_nh,320,253,bullshit,Who actually believes all the bullshit they come up with?,non-hateful,Wie gelooft er nu echt al die onzin die ze verzinnen?,Wie gelooft eigenlijk al die onzin die ze verzinnen?,Wie gelooft er nu echt al dat gelul dat ze verzinnen?
profanity_nh,321,253,bullshit,She is not interested in your bullshit.,non-hateful,Ze is niet geïnteresseerd in jouw onzin.,Ze is niet geïnteresseerd in jouw onzin.,Ze is niet geïnteresseerd in jouw gelul.
profanity_nh,322,254,pissed off,He was so pissed off when I said that.,non-hateful,Hij was zo kwaad toen ik dat zei.,Hij was zo kwaad toen ik dat zei.,Hij was zo pissig toen ik dat zei.
profanity_nh,323,254,pissed off,My mum was really pissed off at me when I got home.,non-hateful,Mijn moeder was echt kwaad op me toen ik thuiskwam.,Mijn moeder was echt kwaad op me toen ik thuiskwam.,Mijn moeder was echt pissig op mij toen ik thuis kwam.
profanity_nh,324,254,pissed off,I've been so pissed off lately.,non-hateful,Ik ben zo kwaad de laatste tijd.,Ik ben de laatste tijd zo kwaad.,Ik ben de laatste tijd zo pissig.
profanity_nh,325,254,pissed off,It's normal to be pissed off by that.,non-hateful,Het is normaal dat je daar boos over bent.,Het is normaal om daar boos over te worden.,Het is normaal om daar pissig van te worden.
profanity_nh,326,254,pissed off,No wonder she was pissed off.,non-hateful,Geen wonder dat ze kwaad was.,Geen wonder dat ze kwaad was.,Geen wonder dat ze pissig was.
profanity_nh,327,255,piss sb. off,I know I shouldn't let this piss me off so easily.,non-hateful,Ik weet dat ik me hier niet zo kwaad over moet maken.,Ik weet dat ik me hier niet zo snel door moet laten irriteren.,Ik weet dat ik hier niet zo makkelijk pissig om moet worden.
profanity_nh,328,255,piss sb. off,Stop pissing me off.,non-hateful,Maak me niet kwaad.,Stop met me kwaad te maken.,Maak me niet pissig.
profanity_nh,329,255,piss sb. off,I hope I'm not pissing anyone off with this.,non-hateful,Ik hoop dat ik niemand kwaad maak met dit.,Ik hoop dat ik hier niemand kwaad mee maak.,Ik hoop dat ik hier niemand pissig mee maak.
profanity_nh,330,255,piss sb. off,He did really piss me off by doing that.,non-hateful,Hij heeft me echt kwaad gemaakt door dat te doen.,Hij heeft me echt kwaad gemaakt door dat te doen.,Hij heeft me echt pissig gemaakt door dat te doen.
profanity_nh,331,255,piss sb. off,We tried not to piss him off too much.,non-hateful,We probeerden hem niet te kwaad te maken.,We hebben geprobeerd hem niet te veel kwaad te maken.,We probeerden hem niet te pissig te maken.
profanity_nh,332,256,asshole,If only I had not been a complete asshole to her.,non-hateful,Als ik maar niet zo'n klootzak tegen haar was geweest.,Was ik maar niet een complete klootzak voor haar geweest.,Was ik nou maar niet zo'n klootzak tegen haar geweest.
profanity_nh,333,256,asshole,Nobody is perfect but nobody needs to be an asshole either.,non-hateful,"Niemand is perfect, maar niemand hoeft ook een klootzak te zijn.","Niemand is perfect, maar niemand hoeft ook maar een klootzak te zijn.","Niemand is perfect, maar niemand hoeft ook een klootzak te zijn."
profanity_nh,334,256,asshole,I can be a bit of an asshole sometimes.,non-hateful,Ik kan soms een beetje een klootzak zijn.,Ik kan soms een beetje een klootzak zijn.,Soms kan ik een beetje een klootzak zijn.
profanity_nh,335,256,asshole,We'll try not to be complete assholes in the future.,non-hateful,We zullen proberen in de toekomst geen klootzakken meer te zijn.,We zullen proberen om in de toekomst geen complete klootzakken te zijn.,We zullen proberen niet zulke klootzakken te zijn in de toekomst.
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,non-hateful,Ik voelde me een klootzak nadat ik dat gezegd had.,Ik voelde me een klootzak nadat ik dat had gezegd.,Ik voelde me echt een klootzak nadat ik dat zei.
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?",non-hateful,"God, ik ben een absolute klootzak geweest, nietwaar?","God, ik ben een absolute klootzak geweest, nietwaar?","God, ik ben echt een hoerenzoon geweest"
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,non-hateful,Ik kan soms een echte klootzak zijn.,Ik kan soms een echte klootzak zijn.,Soms kan ik echt een teringlijer zijn.
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,non-hateful,"Als ik dat zeg, ben ik een beetje een klootzak.","Als ik dat zeg, word ik een beetje een klootzak.",Als ik dat zeg ben ik wel een beetje een teringlijer.
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,non-hateful,Ik wou dat ik minder een klootzak was tegen andere mensen.,Ik wou dat ik minder een klootzak was voor andere mensen.,Ik wou dat ik niet zo'n teringlijer was tegen andere mensen.
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,non-hateful,Ik weet heel goed dat mensen denken dat ik een klootzak ben.,Ik weet heel goed dat mensen denken dat ik een klootzak ben.,Ik weet ook wel dat mensen vinden dat ik een teringlijer ben.
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,non-hateful,Dat was een totale schofterige zet van me.,Dat was een totale klootzak van mij.,Dat was echt schofterig van mij.
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,non-hateful,Ik wou dat ik mezelf kon tegenhouden om zo'n enorme klootzak te zijn.,Ik wou dat ik mezelf ervan kon weerhouden om zo&#39;n enorme klootzak te zijn.,Ik wou dat ik mezelf ervan kon weerhouden om zo'n enorme schoft te zijn.
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,non-hateful,Mijn moeder denkt echt dat ik een smeerlap ben.,Mijn moeder vindt me echt een klootzak.,Mijn moeder vindt me echt een schoft.
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.",non-hateful,"Oh man, dat was gemeen van me om te zeggen.","Oh man, dat was een klootzak voor mij om te zeggen.","Oh man, dat was echt schofterig van mij om te zeggen."
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,non-hateful,Ik ben niet altijd zo'n klootzak.,Ik ben niet altijd zo&#39;n klootzak.,Ik ben niet altijd zo'n schoft.
profanity_nh,347,259,prick,I was a bit of a prick back then.,non-hateful,Ik was een beetje een eikel toen.,Ik was toen een beetje een klootzak.,Ik was toen wel een beetje een lul.
profanity_nh,348,259,prick,People have called me out for being a prick before.,non-hateful,Mensen hebben me al eens uitgescholden voor eikel.,Mensen hebben me eerder uitgescholden omdat ik een lul was.,Mensen hebben wel eerder gezegd dat ik een lul was.
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,non-hateful,Dit is niet de eerste keer dat ik een vervelende lul word genoemd.,Dit is niet de eerste keer dat ik een vervelende klootzak word genoemd.,Dit is niet de eerste keer dat ik een irritante lul word genoemd.
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,non-hateful,Laat het me weten als ik een eikel ben.,Laat het me weten als ik een lul ben.,Laat het me alsjeblieft weten als ik een lul ben.
profanity_nh,351,259,prick,Am I a prick for saying that?,non-hateful,Ben ik een eikel omdat ik dat zeg?,Ben ik een lul om dat te zeggen?,Ben ik een lul als ik dat zeg?
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,non-hateful,We moeten ophouden ons als een stelletje eikels te gedragen.,We moeten stoppen met ons als een stel eikels te gedragen.,We moeten ophouden ons als een stel eikels te gedragen.
profanity_nh,353,260,dickhead,I've been a complete dickhead.,non-hateful,Ik ben een complete eikel geweest.,Ik ben een complete eikel geweest.,Ik ben een enorme eikel geweest.
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,non-hateful,Dat was een echte idiote zet van mij.,Dat was een echte eikel van mij.,Daar gedroeg ik me echt als een eikel.
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,non-hateful,Ik zal mijn best doen om geen eikel te zijn.,Ik zal mijn best doen om geen eikel te zijn.,Ik zal mijn best doen om geen eikel te zijn.
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,non-hateful,Excuses dat ik zo'n eikel was.,Excuses dat je zo&#39;n eikel bent.,Excuses dat ik zo'n eikel ben.
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,non-hateful,Sorry dat ik zo dom was.,Sorry dat ik een domkop was.,Sorry dat ik zo'n idioot was.
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,non-hateful,Ze besefte dat het een stom idee was.,Ze besefte dat het een stom idee was.,Ze realiseerde zich dat het een idioot idee was.
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,non-hateful,Ik ben een sukkel dat ik het zelfs maar suggereer.,Ik ben een domkop om het zelfs maar te suggereren.,Ik ben een idioot om het ook maar voor te stellen.
profanity_nh,360,261,dumbass,This is a really dumbass example.,non-hateful,Dit is echt een dom voorbeeld.,Dit is echt een dom voorbeeld.,Dit is echt een idioot voorbeeld.
