mhc_case_id,functionality,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
dutch-312,derog_dehum_h,Zwarte personen zijn niets anders dan afval.,hateful,black people,,,45,[IDENT_P] zijn niets anders dan afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-313,derog_dehum_h,Gehandicapten zijn niets anders dan afval.,hateful,disabled people,,,45,[IDENT_P] zijn niets anders dan afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-314,derog_dehum_h,Immigranten zijn niets anders dan afval.,hateful,immigrants,,,45,[IDENT_P] zijn niets anders dan afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-315,derog_dehum_h,Moslims zijn niets anders dan afval.,hateful,Muslims,,,45,[IDENT_P] zijn niets anders dan afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-316,derog_dehum_h,Vrouwen zijn parasieten van onze samenleving.,hateful,women,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-317,derog_dehum_h,Transgenders zijn parasieten van onze samenleving.,hateful,trans people,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-318,derog_dehum_h,Homoseksuelen zijn parasieten van onze samenleving.,hateful,gay people,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-319,derog_dehum_h,Zwarte personen zijn parasieten van onze samenleving.,hateful,black people,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-320,derog_dehum_h,Gehandicapten zijn parasieten van onze samenleving.,hateful,disabled people,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-321,derog_dehum_h,Immigranten zijn parasieten van onze samenleving.,hateful,immigrants,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-322,derog_dehum_h,Moslims zijn parasieten van onze samenleving.,hateful,Muslims,,,46,[IDENT_P] zijn parasieten van onze samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-323,derog_dehum_h,Deze vrouwen zijn niets anders dan kakkerlakken.,hateful,women,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-324,derog_dehum_h,Deze transgenders zijn niets anders dan kakkerlakken.,hateful,trans people,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-325,derog_dehum_h,Deze homoseksuelen zijn niets anders dan kakkerlakken.,hateful,gay people,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-326,derog_dehum_h,Deze zwarte personen zijn niets anders dan kakkerlakken.,hateful,black people,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-327,derog_dehum_h,Deze gehandicapten zijn niets anders dan kakkerlakken.,hateful,disabled people,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-328,derog_dehum_h,Deze immigranten zijn niets anders dan kakkerlakken.,hateful,immigrants,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-329,derog_dehum_h,Deze Moslims zijn niets anders dan kakkerlakken.,hateful,Muslims,,,47,Deze [IDENT_P] zijn niets anders dan kakkerlakken.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-330,derog_dehum_h,Vrouwen zijn menselijk afval.,hateful,women,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-331,derog_dehum_h,Transgenders zijn menselijk afval.,hateful,trans people,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-332,derog_dehum_h,Homoseksuelen zijn menselijk afval.,hateful,gay people,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-333,derog_dehum_h,Zwarte personen zijn menselijk afval.,hateful,black people,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-334,derog_dehum_h,Gehandicapten zijn menselijk afval.,hateful,disabled people,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-335,derog_dehum_h,Immigranten zijn menselijk afval.,hateful,immigrants,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-336,derog_dehum_h,Moslims zijn menselijk afval.,hateful,Muslims,,,48,[IDENT_P] zijn menselijk afval.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-337,derog_dehum_h,Vrouwen zijn mindere wezens.,hateful,women,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-338,derog_dehum_h,Transgenders zijn mindere wezens.,hateful,trans people,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-339,derog_dehum_h,Homoseksuelen zijn mindere wezens.,hateful,gay people,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-340,derog_dehum_h,Zwarte personen zijn mindere wezens.,hateful,black people,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-341,derog_dehum_h,Gehandicapten zijn mindere wezens.,hateful,disabled people,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-342,derog_dehum_h,Immigranten zijn mindere wezens.,hateful,immigrants,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-343,derog_dehum_h,Moslims zijn mindere wezens.,hateful,Muslims,,,49,[IDENT_P] zijn mindere wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-344,derog_dehum_h,Vrouwen zijn een plaag.,hateful,women,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-345,derog_dehum_h,Transgenders zijn een plaag.,hateful,trans people,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-346,derog_dehum_h,Homoseksuelen zijn een plaag.,hateful,gay people,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
dutch-347,derog_dehum_h,Zwarte personen zijn een plaag.,hateful,black people,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-348,derog_dehum_h,Gehandicapten zijn een plaag.,hateful,disabled people,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-349,derog_dehum_h,Immigranten zijn een plaag.,hateful,immigrants,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-350,derog_dehum_h,Moslims zijn een plaag.,hateful,Muslims,,,50,[IDENT_P] zijn een plaag.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-351,derog_dehum_h,Vrouwen zoals jij zijn niets beter dan ratten.,hateful,women,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-352,derog_dehum_h,Transgenders zoals jij zijn niets beter dan ratten.,hateful,trans people,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-353,derog_dehum_h,Homoseksuelen zoals jij zijn niets beter dan ratten.,hateful,gay people,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-354,derog_dehum_h,Zwarte personen zoals jij zijn niets beter dan ratten.,hateful,black people,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-355,derog_dehum_h,Gehandicapten zoals jij zijn niets beter dan ratten.,hateful,disabled people,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-356,derog_dehum_h,Immigranten zoals jij zijn niets beter dan ratten.,hateful,immigrants,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-357,derog_dehum_h,Moslims zoals jij zijn niets beter dan ratten.,hateful,Muslims,,,51,[IDENT_P] zoals jij zijn niets beter dan ratten.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-358,derog_dehum_h,De levens van vrouwen zijn waardeloos.,hateful,women,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-359,derog_dehum_h,De levens van transgenders zijn waardeloos.,hateful,trans people,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-360,derog_dehum_h,De levens van homoseksuelen zijn waardeloos.,hateful,gay people,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-361,derog_dehum_h,De levens van zwarte personen zijn waardeloos.,hateful,black people,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-362,derog_dehum_h,De levens van gehandicapten zijn waardeloos.,hateful,disabled people,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-363,derog_dehum_h,De levens van immigranten zijn waardeloos.,hateful,immigrants,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-364,derog_dehum_h,De levens van Moslims zijn waardeloos.,hateful,Muslims,,,52,De levens van [IDENT_P] zijn waardeloos.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-365,derog_dehum_h,De levens van vrouwen zijn absoluut niets waard.,hateful,women,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-366,derog_dehum_h,De levens van transgenders zijn absoluut niets waard.,hateful,trans people,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-367,derog_dehum_h,De levens van homoseksuelen zijn absoluut niets waard.,hateful,gay people,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
dutch-368,derog_dehum_h,De levens van zwarte personen zijn absoluut niets waard.,hateful,black people,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-369,derog_dehum_h,De levens van gehandicapten zijn absoluut niets waard.,hateful,disabled people,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
dutch-370,derog_dehum_h,De levens van immigranten zijn absoluut niets waard.,hateful,immigrants,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-371,derog_dehum_h,De levens van Moslims zijn absoluut niets waard.,hateful,Muslims,,,53,De levens van [IDENT_P] zijn absoluut niets waard.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-372,derog_dehum_h,Vrouwen zoals jij zijn ongedierte.,hateful,women,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-373,derog_dehum_h,Transgenders zoals jij zijn ongedierte.,hateful,trans people,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-374,derog_dehum_h,Homoseksuelen zoals jij zijn ongedierte.,hateful,gay people,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-375,derog_dehum_h,Zwarte personen zoals jij zijn ongedierte.,hateful,black people,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-376,derog_dehum_h,Gehandicapten zoals jij zijn ongedierte.,hateful,disabled people,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-377,derog_dehum_h,Immigranten zoals jij zijn ongedierte.,hateful,immigrants,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-378,derog_dehum_h,Moslims zoals jij zijn ongedierte.,hateful,Muslims,,,54,[IDENT_P] zoals jij zijn ongedierte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-379,derog_dehum_h,Vrouwen zijn gewoon een verspilling van ruimte.,hateful,women,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-380,derog_dehum_h,Transgenders zijn gewoon een verspilling van ruimte.,hateful,trans people,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-381,derog_dehum_h,Homoseksuelen zijn gewoon een verspilling van ruimte.,hateful,gay people,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
dutch-382,derog_dehum_h,Zwarte personen zijn gewoon een verspilling van ruimte.,hateful,black people,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-383,derog_dehum_h,Gehandicapten zijn gewoon een verspilling van ruimte.,hateful,disabled people,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-384,derog_dehum_h,Immigranten zijn gewoon een verspilling van ruimte.,hateful,immigrants,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-385,derog_dehum_h,Moslims zijn gewoon een verspilling van ruimte.,hateful,Muslims,,,55,[IDENT_P] zijn gewoon een verspilling van ruimte.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-386,derog_dehum_h,Vrouwen zijn een virus.,hateful,women,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-387,derog_dehum_h,Transgenders zijn een virus.,hateful,trans people,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-388,derog_dehum_h,Homoseksuelen zijn een virus.,hateful,gay people,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-389,derog_dehum_h,Zwarte personen zijn een virus.,hateful,black people,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-390,derog_dehum_h,Gehandicapten zijn een virus.,hateful,disabled people,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-391,derog_dehum_h,Immigranten zijn een virus.,hateful,immigrants,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-392,derog_dehum_h,Moslims zijn een virus.,hateful,Muslims,,,56,[IDENT_P] zijn een virus.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-393,derog_dehum_h,Vrouwen zijn een kankergezwel.,hateful,women,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
dutch-394,derog_dehum_h,Transgenders zijn een kankergezwel.,hateful,trans people,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-395,derog_dehum_h,Homoseksuelen zijn een kankergezwel.,hateful,gay people,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'non-hateful', 'hateful']",hateful,False,True
dutch-396,derog_dehum_h,Zwarte personen zijn een kankergezwel.,hateful,black people,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-397,derog_dehum_h,Gehandicapten zijn een kankergezwel.,hateful,disabled people,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-398,derog_dehum_h,Immigranten zijn een kankergezwel.,hateful,immigrants,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-399,derog_dehum_h,Moslims zijn een kankergezwel.,hateful,Muslims,,,57,[IDENT_P] zijn een kankergezwel.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-400,derog_dehum_h,Jij en alle andere vrouwen zijn een plaag voor de samenleving.,hateful,women,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-401,derog_dehum_h,Jij en alle andere transgenders zijn een plaag voor de samenleving.,hateful,trans people,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-402,derog_dehum_h,Jij en alle andere homoseksuelen zijn een plaag voor de samenleving.,hateful,gay people,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-403,derog_dehum_h,Jij en alle andere zwarte personen zijn een plaag voor de samenleving.,hateful,black people,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
dutch-404,derog_dehum_h,Jij en alle andere gehandicapten zijn een plaag voor de samenleving.,hateful,disabled people,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-405,derog_dehum_h,Jij en alle andere immigranten zijn een plaag voor de samenleving.,hateful,immigrants,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-406,derog_dehum_h,Jij en alle andere Moslims zijn een plaag voor de samenleving.,hateful,Muslims,,,58,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-407,derog_dehum_h,Vrouwen zijn onmenselijke wezens.,hateful,women,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-408,derog_dehum_h,Transgenders zijn onmenselijke wezens.,hateful,trans people,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-409,derog_dehum_h,Homoseksuelen zijn onmenselijke wezens.,hateful,gay people,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-410,derog_dehum_h,Zwarte personen zijn onmenselijke wezens.,hateful,black people,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-411,derog_dehum_h,Gehandicapten zijn onmenselijke wezens.,hateful,disabled people,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-412,derog_dehum_h,Immigranten zijn onmenselijke wezens.,hateful,immigrants,,,59,[IDENT_P] zijn onmenselijke wezens.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-413,derog_dehum_h,Moslims zijn onmenselijke wezens.,hateful,Muslims,,,59,[IDENT_P] zijn onmenselijke wezens.,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,True,True
dutch-414,derog_dehum_h,Zwermen vrouwen infesteren onze regering.,hateful,women,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
dutch-415,derog_dehum_h,Zwermen transgenders infesteren onze regering.,hateful,trans people,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-416,derog_dehum_h,Zwermen homoseksuelen infesteren onze regering.,hateful,gay people,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-417,derog_dehum_h,Zwermen zwarte personen infesteren onze regering.,hateful,black people,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
dutch-418,derog_dehum_h,Zwermen gehandicapten infesteren onze regering.,hateful,disabled people,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
dutch-419,derog_dehum_h,Zwermen immigranten infesteren onze regering.,hateful,immigrants,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['hateful', 'hateful', 'hateful']",hateful,False,True
dutch-420,derog_dehum_h,Zwermen Moslims infesteren onze regering.,hateful,Muslims,,,60,Zwermen [IDENT_P] infesteren onze regering.,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
dutch-421,derog_impl_h,Vrouwen behoren in een dierentuin.,hateful,women,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-422,derog_impl_h,Transgenders behoren in een dierentuin.,hateful,trans people,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-423,derog_impl_h,Homoseksuelen behoren in een dierentuin.,hateful,gay people,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-424,derog_impl_h,Zwarte personen behoren in een dierentuin.,hateful,black people,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-425,derog_impl_h,Gehandicapten behoren in een dierentuin.,hateful,disabled people,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-426,derog_impl_h,Immigranten behoren in een dierentuin.,hateful,immigrants,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-427,derog_impl_h,Moslims behoren in een dierentuin.,hateful,Muslims,,,61,[IDENT_P] behoren in een dierentuin.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-428,derog_impl_h,"Vrouwen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,women,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-429,derog_impl_h,"Transgenders die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,trans people,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-430,derog_impl_h,"Homoseksuelen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,gay people,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-431,derog_impl_h,"Zwarte personen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,black people,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-432,derog_impl_h,"Gehandicapten die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,disabled people,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-433,derog_impl_h,"Immigranten die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,immigrants,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-434,derog_impl_h,"Moslims die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",hateful,Muslims,,,62,"[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter.","['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-435,derog_impl_h,Mijn hond is slimmer dan een vrouw ooit zou kunnen zijn.,hateful,women,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
dutch-436,derog_impl_h,Mijn hond is slimmer dan een transgender ooit zou kunnen zijn.,hateful,trans people,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
dutch-437,derog_impl_h,Mijn hond is slimmer dan een homoseksuele ooit zou kunnen zijn.,hateful,gay people,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-438,derog_impl_h,Mijn hond is slimmer dan een zwart persoon ooit zou kunnen zijn.,hateful,black people,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-439,derog_impl_h,Mijn hond is slimmer dan een gehandicapte ooit zou kunnen zijn.,hateful,disabled people,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-440,derog_impl_h,Mijn hond is slimmer dan een immigrant ooit zou kunnen zijn.,hateful,immigrants,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-441,derog_impl_h,Mijn hond is slimmer dan een Moslim ooit zou kunnen zijn.,hateful,Muslims,,,63,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-442,derog_impl_h,Die aap is intelligenter dan jullie vrouwen allemaal bij elkaar.,hateful,women,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-443,derog_impl_h,Die aap is intelligenter dan jullie transgenders allemaal bij elkaar.,hateful,trans people,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-444,derog_impl_h,Die aap is intelligenter dan jullie homoseksuelen allemaal bij elkaar.,hateful,gay people,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
dutch-445,derog_impl_h,Die aap is intelligenter dan jullie zwarte personen allemaal bij elkaar.,hateful,black people,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-446,derog_impl_h,Die aap is intelligenter dan jullie gehandicapten allemaal bij elkaar.,hateful,disabled people,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'hateful']",hateful,False,False
dutch-447,derog_impl_h,Die aap is intelligenter dan jullie immigranten allemaal bij elkaar.,hateful,immigrants,,,64,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.,"['hateful', 'hateful', 'hateful']",hateful,False,False
