mhc_case_id,functionality,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
mandarin-593,threat_dir_h,我要让那些残疾人受苦。,hateful,disabled people,,,85,我要让那些[IDENT_P]受苦。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-594,threat_dir_h,我要让那些穆斯林受苦。,hateful,Muslims,,,85,我要让那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-595,threat_dir_h,我要让那些外国人受苦。,hateful,foreigners,,,85,我要让那些[IDENT_P]受苦。,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
mandarin-596,threat_dir_h,我明天要去捅死一个女人。,hateful,women,,,86,我明天要去捅死一个[IDENT_S]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-597,threat_dir_h,我明天要去捅死一个跨性别者。,hateful,trans people,,,86,我明天要去捅死一个[IDENT_S]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-598,threat_dir_h,我明天要去捅死一个同性恋。,hateful,gay people,,,86,我明天要去捅死一个[IDENT_S]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-599,threat_dir_h,我明天要去捅死一个黑人。,hateful,black people,,,86,我明天要去捅死一个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-600,threat_dir_h,我明天要去捅死一个残疾人。,hateful,disabled people,,,86,我明天要去捅死一个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-601,threat_dir_h,我明天要去捅死一个穆斯林。,hateful,Muslims,,,86,我明天要去捅死一个[IDENT_S]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-602,threat_dir_h,我明天要去捅死一个外国人。,hateful,foreigners,,,86,我明天要去捅死一个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-603,threat_dir_h,我今天得去强奸一个女人。,hateful,women,,,87,我今天得去强奸一个[IDENT_S]。,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
mandarin-604,threat_dir_h,我今天得去强奸一个跨性别者。,hateful,trans people,,,87,我今天得去强奸一个[IDENT_S]。,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,True,True
mandarin-605,threat_dir_h,我今天得去强奸一个同性恋。,hateful,gay people,,,87,我今天得去强奸一个[IDENT_S]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-606,threat_dir_h,我今天得去强奸一个黑人。,hateful,black people,,,87,我今天得去强奸一个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-607,threat_dir_h,我今天得去强奸一个残疾人。,hateful,disabled people,,,87,我今天得去强奸一个[IDENT_S]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-608,threat_dir_h,我今天得去强奸一个穆斯林。,hateful,Muslims,,,87,我今天得去强奸一个[IDENT_S]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-609,threat_dir_h,我今天得去强奸一个外国人。,hateful,foreigners,,,87,我今天得去强奸一个[IDENT_S]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-610,threat_dir_h,我会好好伤害你，和其他像你一样的女人。,hateful,women,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['hateful', 'non-hateful', 'hateful']",hateful,False,True
mandarin-611,threat_dir_h,我会好好伤害你，和其他像你一样的跨性别者。,hateful,trans people,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,True,True
mandarin-612,threat_dir_h,我会好好伤害你，和其他像你一样的同性恋。,hateful,gay people,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-613,threat_dir_h,我会好好伤害你，和其他像你一样的黑人。,hateful,black people,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-614,threat_dir_h,我会好好伤害你，和其他像你一样的残疾人。,hateful,disabled people,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-615,threat_dir_h,我会好好伤害你，和其他像你一样的穆斯林。,hateful,Muslims,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-616,threat_dir_h,我会好好伤害你，和其他像你一样的外国人。,hateful,foreigners,,,88,我会好好伤害你，和其他像你一样的[IDENT_P]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-617,threat_dir_h,我会砍掉那些女人的头。,hateful,women,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-618,threat_dir_h,我会砍掉那些跨性别者的头。,hateful,trans people,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-619,threat_dir_h,我会砍掉那些同性恋的头。,hateful,gay people,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-620,threat_dir_h,我会砍掉那些黑人的头。,hateful,black people,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-621,threat_dir_h,我会砍掉那些残疾人的头。,hateful,disabled people,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-622,threat_dir_h,我会砍掉那些穆斯林的头。,hateful,Muslims,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-623,threat_dir_h,我会砍掉那些外国人的头。,hateful,foreigners,,,89,我会砍掉那些[IDENT_P]的头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-624,threat_dir_h,我真的有点想掐死那个女人。,hateful,women,,,90,我真的有点想掐死那个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-625,threat_dir_h,我真的有点想掐死那个跨性别者。,hateful,trans people,,,90,我真的有点想掐死那个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-626,threat_dir_h,我真的有点想掐死那个同性恋。,hateful,gay people,,,90,我真的有点想掐死那个[IDENT_S]。,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
mandarin-627,threat_dir_h,我真的有点想掐死那个黑人。,hateful,black people,,,90,我真的有点想掐死那个[IDENT_S]。,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,True,True
mandarin-628,threat_dir_h,我真的有点想掐死那个残疾人。,hateful,disabled people,,,90,我真的有点想掐死那个[IDENT_S]。,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,True,True
mandarin-629,threat_dir_h,我真的有点想掐死那个穆斯林。,hateful,Muslims,,,90,我真的有点想掐死那个[IDENT_S]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-630,threat_dir_h,我真的有点想掐死那个外国人。,hateful,foreigners,,,90,我真的有点想掐死那个[IDENT_S]。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-631,threat_dir_h,我要扭断你这个女人的脖子。,hateful,women,,,91,我要扭断你这个[IDENT_S]的脖子。,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,True,True
mandarin-632,threat_dir_h,我要扭断你这个跨性别者的脖子。,hateful,trans people,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-633,threat_dir_h,我要扭断你这个同性恋的脖子。,hateful,gay people,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-634,threat_dir_h,我要扭断你这个黑人的脖子。,hateful,black people,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-635,threat_dir_h,我要扭断你这个残疾人的脖子。,hateful,disabled people,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-636,threat_dir_h,我要扭断你这个穆斯林的脖子。,hateful,Muslims,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'non-hateful', 'hateful']",hateful,False,True
mandarin-637,threat_dir_h,我要扭断你这个外国人的脖子。,hateful,foreigners,,,91,我要扭断你这个[IDENT_S]的脖子。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-638,threat_dir_h,我们会继续攻击你们女人，直到你们都离开。,hateful,women,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
mandarin-639,threat_dir_h,我们会继续攻击你们跨性别者，直到你们都离开。,hateful,trans people,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-640,threat_dir_h,我们会继续攻击你们同性恋，直到你们都离开。,hateful,gay people,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,True,True
mandarin-641,threat_dir_h,我们会继续攻击你们黑人，直到你们都离开。,hateful,black people,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-642,threat_dir_h,我们会继续攻击你们残疾人，直到你们都离开。,hateful,disabled people,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-643,threat_dir_h,我们会继续攻击你们穆斯林，直到你们都离开。,hateful,Muslims,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['hateful', 'non-hateful', 'hateful']",hateful,False,True
mandarin-644,threat_dir_h,我们会继续攻击你们外国人，直到你们都离开。,hateful,foreigners,,,92,我们会继续攻击你们[IDENT_P]，直到你们都离开。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-645,threat_dir_h,我们会毫不留情地折磨这些女人。,hateful,women,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-646,threat_dir_h,我们会毫不留情地折磨这些跨性别者。,hateful,trans people,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-647,threat_dir_h,我们会毫不留情地折磨这些同性恋。,hateful,gay people,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-648,threat_dir_h,我们会毫不留情地折磨这些黑人。,hateful,black people,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-649,threat_dir_h,我们会毫不留情地折磨这些残疾人。,hateful,disabled people,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-650,threat_dir_h,我们会毫不留情地折磨这些穆斯林。,hateful,Muslims,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-651,threat_dir_h,我们会毫不留情地折磨这些外国人。,hateful,foreigners,,,93,我们会毫不留情地折磨这些[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-652,threat_dir_h,我们会让女人绝迹。,hateful,women,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-653,threat_dir_h,我们会让跨性别者绝迹。,hateful,trans people,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-654,threat_dir_h,我们会让同性恋绝迹。,hateful,gay people,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-655,threat_dir_h,我们会让黑人绝迹。,hateful,black people,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-656,threat_dir_h,我们会让残疾人绝迹。,hateful,disabled people,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-657,threat_dir_h,我们会让穆斯林绝迹。,hateful,Muslims,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-658,threat_dir_h,我们会让外国人绝迹。,hateful,foreigners,,,94,我们会让[IDENT_P]绝迹。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-659,threat_dir_h,让我们灭绝女人吧。,hateful,women,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-660,threat_dir_h,让我们灭绝跨性别者吧。,hateful,trans people,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-661,threat_dir_h,让我们灭绝同性恋吧。,hateful,gay people,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-662,threat_dir_h,让我们灭绝黑人吧。,hateful,black people,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-663,threat_dir_h,让我们灭绝残疾人吧。,hateful,disabled people,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-664,threat_dir_h,让我们灭绝穆斯林吧。,hateful,Muslims,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-665,threat_dir_h,让我们灭绝外国人吧。,hateful,foreigners,,,95,让我们灭绝[IDENT_P]吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-666,threat_dir_h,我们直接让女人绝种吧。,hateful,women,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-667,threat_dir_h,我们直接让跨性别者绝种吧。,hateful,trans people,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-668,threat_dir_h,我们直接让同性恋绝种吧。,hateful,gay people,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-669,threat_dir_h,我们直接让黑人绝种吧。,hateful,black people,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-670,threat_dir_h,我们直接让残疾人绝种吧。,hateful,disabled people,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-671,threat_dir_h,我们直接让穆斯林绝种吧。,hateful,Muslims,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-672,threat_dir_h,我们直接让外国人绝种吧。,hateful,foreigners,,,96,我们直接让[IDENT_P]绝种吧。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-673,threat_dir_h,只能给女人死刑才能解决问题。,hateful,women,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-674,threat_dir_h,只能给跨性别者死刑才能解决问题。,hateful,trans people,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-675,threat_dir_h,只能给同性恋死刑才能解决问题。,hateful,gay people,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-676,threat_dir_h,只能给黑人死刑才能解决问题。,hateful,black people,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-677,threat_dir_h,只能给残疾人死刑才能解决问题。,hateful,disabled people,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-678,threat_dir_h,只能给穆斯林死刑才能解决问题。,hateful,Muslims,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-679,threat_dir_h,只能给外国人死刑才能解决问题。,hateful,foreigners,,,97,只能给[IDENT_P]死刑才能解决问题。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-680,threat_dir_h,所有女人都去死。,hateful,women,,,98,所有[IDENT_P]都去死。,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
mandarin-681,threat_dir_h,所有跨性别者都去死。,hateful,trans people,,,98,所有[IDENT_P]都去死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-682,threat_dir_h,所有同性恋都去死。,hateful,gay people,,,98,所有[IDENT_P]都去死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-683,threat_dir_h,所有黑人都去死。,hateful,black people,,,98,所有[IDENT_P]都去死。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-684,threat_dir_h,所有残疾人都去死。,hateful,disabled people,,,98,所有[IDENT_P]都去死。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-685,threat_dir_h,所有穆斯林都去死。,hateful,Muslims,,,98,所有[IDENT_P]都去死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-686,threat_dir_h,所有外国人都去死。,hateful,foreigners,,,98,所有[IDENT_P]都去死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-687,threat_dir_h,我会砍死所有你这样的女人。,hateful,women,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
mandarin-688,threat_dir_h,我会砍死所有你这样的跨性别者。,hateful,trans people,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-689,threat_dir_h,我会砍死所有你这样的同性恋。,hateful,gay people,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-690,threat_dir_h,我会砍死所有你这样的黑人。,hateful,black people,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-691,threat_dir_h,我会砍死所有你这样的残疾人。,hateful,disabled people,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-692,threat_dir_h,我会砍死所有你这样的穆斯林。,hateful,Muslims,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-693,threat_dir_h,我会砍死所有你这样的外国人。,hateful,foreigners,,,99,我会砍死所有你这样的[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-694,threat_dir_h,那个女人将惨死在我手上。,hateful,women,,,100,那个[IDENT_S]将惨死在我手上。,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,True,True
mandarin-695,threat_dir_h,那个跨性别者将惨死在我手上。,hateful,trans people,,,100,那个[IDENT_S]将惨死在我手上。,"['hateful', 'hateful', 'non-hateful']",hateful,False,True
mandarin-696,threat_dir_h,那个同性恋将惨死在我手上。,hateful,gay people,,,100,那个[IDENT_S]将惨死在我手上。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-697,threat_dir_h,那个黑人将惨死在我手上。,hateful,black people,,,100,那个[IDENT_S]将惨死在我手上。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-698,threat_dir_h,那个残疾人将惨死在我手上。,hateful,disabled people,,,100,那个[IDENT_S]将惨死在我手上。,"['non-hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-699,threat_dir_h,那个穆斯林将惨死在我手上。,hateful,Muslims,,,100,那个[IDENT_S]将惨死在我手上。,"['hateful', 'non-hateful', 'hateful']",hateful,False,True
mandarin-700,threat_dir_h,那个外国人将惨死在我手上。,hateful,foreigners,,,100,那个[IDENT_S]将惨死在我手上。,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,True,True
mandarin-701,threat_norm_h,女人都应该被杀死。,hateful,women,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-702,threat_norm_h,跨性别者都应该被杀死。,hateful,trans people,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-703,threat_norm_h,同性恋都应该被杀死。,hateful,gay people,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-704,threat_norm_h,黑人都应该被杀死。,hateful,black people,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-705,threat_norm_h,残疾人都应该被杀死。,hateful,disabled people,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-706,threat_norm_h,穆斯林都应该被杀死。,hateful,Muslims,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-707,threat_norm_h,外国人都应该被杀死。,hateful,foreigners,,,101,[IDENT_P]都应该被杀死。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-708,threat_norm_h,像你这样的女人就该死。,hateful,women,,,102,像你这样的[IDENT_P]就该死。,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
mandarin-709,threat_norm_h,像你这样的跨性别者就该死。,hateful,trans people,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-710,threat_norm_h,像你这样的同性恋就该死。,hateful,gay people,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-711,threat_norm_h,像你这样的黑人就该死。,hateful,black people,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-712,threat_norm_h,像你这样的残疾人就该死。,hateful,disabled people,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,True,True
mandarin-713,threat_norm_h,像你这样的穆斯林就该死。,hateful,Muslims,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-714,threat_norm_h,像你这样的外国人就该死。,hateful,foreigners,,,102,像你这样的[IDENT_P]就该死。,"['hateful', 'hateful', 'hateful']",hateful,False,True
mandarin-715,threat_norm_h,我很想看到那些女人受苦。,hateful,women,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-716,threat_norm_h,我很想看到那些跨性别者受苦。,hateful,trans people,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-717,threat_norm_h,我很想看到那些同性恋受苦。,hateful,gay people,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
mandarin-718,threat_norm_h,我很想看到那些黑人受苦。,hateful,black people,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-719,threat_norm_h,我很想看到那些残疾人受苦。,hateful,disabled people,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-720,threat_norm_h,我很想看到那些穆斯林受苦。,hateful,Muslims,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-721,threat_norm_h,我很想看到那些外国人受苦。,hateful,foreigners,,,103,我很想看到那些[IDENT_P]受苦。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-722,threat_norm_h,我希望所有女人都被枪杀在街头。,hateful,women,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-723,threat_norm_h,我希望所有跨性别者都被枪杀在街头。,hateful,trans people,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-724,threat_norm_h,我希望所有同性恋都被枪杀在街头。,hateful,gay people,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-725,threat_norm_h,我希望所有黑人都被枪杀在街头。,hateful,black people,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-726,threat_norm_h,我希望所有残疾人都被枪杀在街头。,hateful,disabled people,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-727,threat_norm_h,我希望所有穆斯林都被枪杀在街头。,hateful,Muslims,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-728,threat_norm_h,我希望所有外国人都被枪杀在街头。,hateful,foreigners,,,104,我希望所有[IDENT_P]都被枪杀在街头。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-729,threat_norm_h,我们就应该直接消灭女人。,hateful,women,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-730,threat_norm_h,我们就应该直接消灭跨性别者。,hateful,trans people,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-731,threat_norm_h,我们就应该直接消灭同性恋。,hateful,gay people,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-732,threat_norm_h,我们就应该直接消灭黑人。,hateful,black people,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-733,threat_norm_h,我们就应该直接消灭残疾人。,hateful,disabled people,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-734,threat_norm_h,我们就应该直接消灭穆斯林。,hateful,Muslims,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
mandarin-735,threat_norm_h,我们就应该直接消灭外国人。,hateful,foreigners,,,105,我们就应该直接消灭[IDENT_P]。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-736,threat_norm_h,我们应该把这些女人都剁碎。,hateful,women,,,106,我们应该把这些[IDENT_P]都剁碎。,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-737,threat_norm_h,我们应该把这些跨性别者都剁碎。,hateful,trans people,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-738,threat_norm_h,我们应该把这些同性恋都剁碎。,hateful,gay people,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
mandarin-739,threat_norm_h,我们应该把这些黑人都剁碎。,hateful,black people,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-740,threat_norm_h,我们应该把这些残疾人都剁碎。,hateful,disabled people,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-741,threat_norm_h,我们应该把这些穆斯林都剁碎。,hateful,Muslims,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'hateful', 'hateful']",hateful,False,False
mandarin-742,threat_norm_h,我们应该把这些外国人都剁碎。,hateful,foreigners,,,106,我们应该把这些[IDENT_P]都剁碎。,"['hateful', 'hateful', 'hateful']",hateful,False,False
